trial_number,value,state,duration,lr,batch_size,latent_dim,poly_order,lambda1_metaweight
0,0.006538347035266246,COMPLETE,0:00:08.038243,0.01432961438010341,177,1,3,0.723092573370457
1,0.02249387411103385,COMPLETE,0:00:09.931496,2.048384009717859e-05,180,4,2,0.5248742544598803
2,0.023376848932392058,COMPLETE,0:00:06.922249,4.444191910840236e-06,208,2,2,1.3758806767365552
3,1.771507948386569,PRUNED,0:00:09.974807,2.1775059718877575e-06,54,2,2,1.04012415074045
4,0.02304956639514266,COMPLETE,0:00:07.697462,1.0754898192559656e-05,155,2,2,1.088788183990535
5,0.007865118073906167,COMPLETE,0:00:07.813730,0.0002894655145935851,139,1,2,0.6113136707565876
6,0.005963727047235035,COMPLETE,0:00:11.924671,0.0044958923338777775,132,2,3,1.490800184166532
7,0.005267687457273238,COMPLETE,0:00:12.874449,0.0009330395393487577,71,3,2,1.3248218662345328
8,0.0054238595268895585,COMPLETE,0:00:06.005309,0.002156774483030397,243,2,2,1.3822407373171157
9,1.7755689024925232,PRUNED,0:00:02.238235,1.1836434315767737e-05,154,4,3,0.7957210573571946
10,1.7813759975406636,PRUNED,0:00:03.042803,1.401688591213109e-06,6,1,3,1.3855260459580792
11,0.004989011167528853,COMPLETE,0:00:30.455338,0.0012960756178295972,18,2,2,0.722668869374474
12,0.005327115837841778,COMPLETE,0:00:15.310516,0.0006678800615939402,197,3,3,1.18137732159949
13,0.7720562955912422,PRUNED,0:00:02.987689,0.0002707064524802369,76,1,2,0.9731300754103656
14,0.005495704340405849,COMPLETE,0:00:14.299333,0.008886414059446159,59,3,2,1.2521255008613952
15,2.07807144412288,PRUNED,0:00:00.369432,0.07333084120608872,119,4,3,0.8565062060107209
16,0.005473606965536983,COMPLETE,0:00:09.450282,0.004515535937456902,220,2,3,0.5251502978987274
17,0.004792757701111741,COMPLETE,0:00:12.695969,0.00276876072041882,239,3,3,1.4916209614633422
18,1.763255509046408,PRUNED,0:00:00.165723,0.0007046427879559738,254,3,2,1.2544938217769448
19,1.7649926176437964,PRUNED,0:00:00.179473,0.0007144053631208501,251,3,2,1.2162165962585931
20,0.005775103221952169,COMPLETE,0:00:06.939375,0.0027378266175193565,254,3,2,1.2099052409594804
21,0.004857038638315875,COMPLETE,0:00:10.597887,0.001780283632865527,84,3,2,1.203380357282212
22,0.004741872630748597,COMPLETE,0:00:10.425231,0.003912665748893668,91,3,2,1.211755417821453
23,1.7775860077714267,PRUNED,0:00:00.293203,6.943782397653572e-05,89,3,2,1.4585299141493429
24,0.45695307767668436,PRUNED,0:00:03.814664,0.014712994279094905,30,3,2,1.3215005045652362
25,1.1641451716423035,PRUNED,0:00:01.970690,0.03988238195693067,30,3,2,1.3363244645129153
26,1.7742748381435007,PRUNED,0:00:00.272305,0.00011550960454599202,94,3,2,1.1302909258173401
27,0.25628636497208196,PRUNED,0:00:09.643526,0.001523969120303472,55,2,2,0.9458994373588812
28,0.0051188122530975155,COMPLETE,0:00:13.496296,0.002155937595106549,61,3,2,1.306961135982656
29,0.005612833202151509,COMPLETE,0:00:18.731851,0.012998538217440373,68,4,2,1.277629221748238
30,1.6159057718212322,PRUNED,0:00:00.268362,0.0012642087745419603,109,4,2,1.1641905123964507
31,1.667654420200147,PRUNED,0:00:00.271470,0.001083701091056653,113,4,2,1.1484084842710118
32,1.6437635296269466,PRUNED,0:00:00.369717,0.0006262181259691519,68,4,2,0.9759443494017597
33,1.777753617275845,PRUNED,0:00:00.340384,5.370469006673123e-05,73,3,2,1.000890544497756
34,0.49823042111737387,PRUNED,0:00:02.173316,0.02105443063729197,93,3,3,1.053579556380033
35,1.1598055855433147,PRUNED,0:00:02.066256,0.0365198951632317,43,3,3,0.9063736087133123
36,0.2880782261490822,PRUNED,0:00:04.607509,0.016670225024631516,183,3,3,0.8594394567836698
37,0.49021428645546755,PRUNED,0:00:01.857462,0.016618223297279994,96,2,3,0.8903976725569085
38,0.46710592806339263,PRUNED,0:00:02.127494,0.012695168182067253,92,3,3,1.4414569802244375
39,0.010181914651469297,COMPLETE,0:00:35.703319,0.007179714944743246,92,3,3,1.4418598957579478
40,0.005528419815755982,COMPLETE,0:00:08.827897,0.00756760710640657,163,3,2,1.4357036556556702
41,0.46441271430567693,PRUNED,0:00:01.127696,0.005351044559202729,172,4,2,1.3041052270912794
42,0.011848215099781283,COMPLETE,0:00:21.592751,0.006156624208323087,155,4,2,1.3007542086110437
43,0.005337831167680934,COMPLETE,0:00:13.692167,0.002067052763255928,50,2,2,1.2993889283479738
44,1.77013584912992,PRUNED,0:00:00.232705,0.00028730033810975156,126,2,2,1.4388028476869934
45,0.0050246265090078965,COMPLETE,0:00:07.236707,0.0031101558887894534,224,3,2,1.496578126280286
46,0.006698450204432544,COMPLETE,0:00:14.904064,0.003109556296088632,147,4,2,1.1005456034160146
47,0.00771095061496084,COMPLETE,0:00:21.632653,0.0026565905007526914,41,4,2,1.100315904009494
48,0.2543389792480166,PRUNED,0:01:00.416078,0.0031088358281281267,6,2,2,0.7064342437024099
49,1.6398232539494833,PRUNED,0:00:00.170166,0.002581086095730596,217,2,2,0.7523481000068825
50,0.2932217995877619,PRUNED,0:00:23.238774,0.0042067177364595795,7,2,2,1.4979060267409627
51,1.5202531516551971,PRUNED,0:00:00.165337,0.004072852566093944,201,2,2,0.6253461501047077
52,1.771387482511586,PRUNED,0:00:00.161915,0.0003432232477178829,226,2,2,1.4834306017749352
53,1.7744933579649245,PRUNED,0:00:00.145529,0.00042920429092382505,235,1,2,1.391792259043494
54,0.005611412848395504,COMPLETE,0:00:08.533477,0.00679136499278015,144,3,2,1.0952366859571898
55,1.7770559151967367,PRUNED,0:00:00.275633,0.00014472234662313716,145,3,3,1.1012473224505088
56,0.004821708040614031,COMPLETE,0:01:06.715371,0.0036611920160451454,8,3,2,1.3601981262342544
57,0.004421823241485766,COMPLETE,0:00:29.535199,0.007842732476348818,22,3,2,1.3832403451887545
58,0.004268308726031971,COMPLETE,0:01:00.845675,0.0016901706775614529,9,3,2,1.3752412475249742
59,0.005261801274792424,COMPLETE,0:00:46.174653,0.001147644574145251,12,3,2,1.4090090807657203
60,0.005209810767869495,COMPLETE,0:00:24.618769,0.001710378754245732,26,3,2,1.3619855605190159
61,0.00474610491150196,COMPLETE,0:00:41.309108,0.0017674719003868444,14,3,2,1.3646844596971381
62,0.006627153503506892,COMPLETE,0:00:28.307920,0.001390316396411365,24,3,2,1.3490094534011419
63,0.005330174020570675,COMPLETE,0:00:29.151591,0.001170370669178045,23,3,2,1.3707364704662295
64,0.004539914158467049,COMPLETE,0:00:31.683961,0.001143146212116912,19,3,2,1.3829471621206084
65,1.781426526449777,PRUNED,0:00:01.248527,4.279025715322928e-06,15,3,2,1.4000180590408275
66,0.40914032321709853,PRUNED,0:00:01.157905,0.010231129836717553,83,3,2,1.2155659200621742
67,1.7500177689961025,PRUNED,0:00:00.175242,0.0007890690244503324,188,2,2,1.402089415589427
68,0.006082486099554719,COMPLETE,0:00:19.251003,0.003739773318685347,39,3,2,0.6620819829623639
69,0.005159807735497689,COMPLETE,0:00:17.236221,0.0033871823967460604,42,3,2,1.2550720419365142
70,1.1598852924429452,PRUNED,0:00:00.718174,0.029458256406454594,62,3,2,1.2478502672951934
71,1.7318944873348359,PRUNED,0:00:00.271705,0.0005441668672995145,105,3,2,1.4681199530582678
72,1.9323968386650086,PRUNED,0:00:00.490776,0.07000247784559321,43,3,2,1.1885971986382844
73,0.005040577793874634,COMPLETE,0:00:11.565763,0.0020275126333790276,79,3,2,1.2581410099502595
74,0.005749937032712764,COMPLETE,0:00:20.685850,0.003988494868158411,34,3,2,1.3526906862453343
75,0.005225674317474338,COMPLETE,0:00:21.193127,0.0035876165078082087,35,3,2,1.254929900361445
76,1.7069309136224171,PRUNED,0:00:00.839617,0.00018120517269693914,34,3,3,1.2597796732972226
77,0.005497843310879118,COMPLETE,0:00:36.881153,0.0017312165848259455,16,3,2,0.5067797556374619
78,0.004315641973312935,COMPLETE,0:00:33.227758,0.003958635414711146,18,3,2,1.346100005091742
79,0.004774218710944708,COMPLETE,0:00:39.521221,0.003932834567557003,15,3,2,0.5015270123564395
80,0.2552046230091249,PRUNED,0:00:17.809439,0.009917623359974486,14,3,2,0.5116024110958035
81,0.004592546908685596,COMPLETE,0:00:33.072079,0.0008986521990044715,18,3,2,1.044676285367208
82,0.0044012616870142745,COMPLETE,0:00:39.083471,0.0009250122879921702,15,3,2,1.3319394989500974
83,0.005401304812736515,COMPLETE,0:00:41.289417,0.0008965564646316469,14,3,2,1.3346725592343942
84,0.2959811040082899,PRUNED,0:00:06.661602,0.009648780768861904,18,3,2,1.3299929810099744
85,0.004594508616142277,COMPLETE,0:01:34.288652,0.0009797972456437633,6,3,2,1.323148689325002
86,0.00516373019538131,COMPLETE,0:02:20.509360,0.0008355142851060577,4,3,2,1.4112311108129714
87,0.004675102828477914,COMPLETE,0:00:24.158157,0.005626460519458792,50,3,3,1.420039913321349
88,0.005207401730087217,COMPLETE,0:01:17.362261,0.0009155392353126259,7,3,2,1.4211106273716834
89,0.005261287663048461,COMPLETE,0:01:07.620510,0.0008737359188534807,8,3,2,1.4170550742971002
90,0.005103208577982915,COMPLETE,0:00:26.760631,0.0009211009109151832,23,3,2,1.421154609212419
91,0.3279158982818257,PRUNED,0:00:03.352211,0.0008635070151880898,22,3,2,1.032717817333159
92,1.3994176973467287,PRUNED,0:00:00.724621,0.0004918576198441009,28,3,2,1.414854990488633
93,0.004128927138793044,COMPLETE,0:02:10.722752,0.0010405431683532386,4,3,2,1.2879412135159876
94,0.004225584379384258,COMPLETE,0:00:14.637231,0.005533237623010801,51,3,2,1.4274279599838424
95,0.006349382342698215,COMPLETE,0:00:15.772185,0.005370595536052648,46,3,2,1.2804912932146923
96,0.005852046816168925,COMPLETE,0:00:32.744981,0.004974947184807307,51,3,3,1.3839511553654842
97,0.2880763750690133,PRUNED,0:00:05.264917,0.0062280730146246814,48,3,3,1.466300282098639
98,1.1165309779105648,PRUNED,0:00:00.415605,0.002286567259864847,52,3,2,1.3768894276857377
99,0.2080706706843697,PRUNED,0:00:19.524060,0.005415117529019421,31,3,2,1.4687394242760998
100,0.355493158636949,PRUNED,0:00:01.808792,0.001447253007504288,33,3,2,1.3846983058259892
101,0.517741494444238,PRUNED,0:00:05.811076,0.005265572393896316,6,3,2,1.3158791036343607
102,0.7466401029262484,PRUNED,0:00:01.874679,0.023348890861705673,20,3,2,1.429086304405644
103,1.221938510565725,PRUNED,0:00:01.570479,0.00039723840513812233,11,3,2,1.4600118336562669
104,0.4975636652340257,PRUNED,0:00:09.792302,0.007521306443284344,4,3,2,1.2808719147102792
105,1.553928799585465,PRUNED,0:00:00.377555,0.000657429470001629,59,3,2,1.2790529923100429
106,0.5507042860589664,PRUNED,0:00:05.979956,0.012191822167247728,6,3,2,1.3422665983719375
107,0.5068123041241018,PRUNED,0:00:01.373297,0.011861717936509034,29,3,2,1.3438893557064957
108,0.007499084192563685,COMPLETE,0:00:57.402650,0.0021523101429678252,10,3,2,0.561935735422424
109,0.004143921236398747,COMPLETE,0:00:30.848725,0.002449536047938716,20,3,2,0.798071983092662
110,0.0053775459681528175,COMPLETE,0:00:31.703444,0.0022688176534273767,19,3,2,0.813531651261135
111,0.005517931879107526,COMPLETE,0:00:24.701788,0.0023960201812256586,26,3,2,0.5754212361124837
112,0.005105553996328219,COMPLETE,0:00:30.862548,0.0023664858830263107,20,3,2,0.8176203271145233
113,0.005575384142259137,COMPLETE,0:00:19.664243,0.002245268120425981,38,3,2,1.317683412056211
114,1.5104292093296727,PRUNED,0:00:00.984875,0.0002134160393311481,19,3,2,1.3185907182805
115,1.0838186760273205,PRUNED,0:00:00.536115,0.0016011795279611107,38,3,2,1.2256486362803256
116,1.327574673982767,PRUNED,0:00:00.283394,0.002647045427359817,100,3,2,0.8006817428639716
117,0.34329786317216027,PRUNED,0:00:02.681934,0.0012169769982437718,21,3,2,0.9414879658345077
118,0.00460457519141524,COMPLETE,0:00:30.806224,0.0011769400869886812,19,3,2,1.3677643928988399
119,0.004627054735163961,COMPLETE,0:00:49.498175,0.0011871286991332352,11,3,2,0.9292414446582514
120,0.20917016119785506,PRUNED,0:00:30.007084,0.001936093226284926,11,3,2,1.3683411478476022
121,0.004015981129896945,COMPLETE,0:00:57.284968,0.0017779741863937354,10,3,2,1.3605994680115072
122,0.23059627882804465,PRUNED,0:00:15.972208,0.0015741399571762588,13,3,2,1.3656856215614548
123,0.34746257025142047,PRUNED,0:00:01.942365,0.0017626793421687962,30,3,2,1.3707079671816655
124,1.624801586803637,PRUNED,0:00:00.354597,0.0005971799472967561,68,3,2,1.2961992013305215
125,0.5205674695632748,PRUNED,0:00:08.440297,0.007759989854079134,4,3,2,1.4468364648046643
126,0.27046813721917257,PRUNED,0:00:06.918162,0.008403769359876363,27,3,2,1.141457942131433
127,1.7818502856337506,PRUNED,0:00:01.186672,1.1002550618132355e-06,28,4,3,1.4417031465601282
128,0.006331241222531115,COMPLETE,0:02:07.444339,0.001122743912530229,4,3,2,1.0615786067236124
129,1.6696250365704906,PRUNED,0:00:00.223079,0.0010994458066122576,133,3,2,1.403244692077939
130,1.040415163947503,PRUNED,0:00:00.739871,0.0013112568932475831,26,3,2,1.3924324002086466
131,0.296340421157245,PRUNED,0:00:09.280243,0.007854817194410897,16,3,2,1.4406010852521831
132,1.1365515169367861,PRUNED,0:00:01.146100,0.0006934289145643323,16,3,2,1.1547312870155981
133,1.7736604836297363,PRUNED,0:00:01.642391,1.8947258310146825e-05,11,3,2,1.1347182735801142
134,1.7771703801048335,PRUNED,0:00:00.826166,2.1526407318838933e-05,24,3,2,1.0361740493759766
135,0.005196713361437215,COMPLETE,0:00:20.532291,0.003254992203020289,36,3,2,1.352360527474797
136,0.0052812574456790745,COMPLETE,0:00:20.458522,0.0029104922919804678,35,3,2,1.3442341903476296
137,1.573164578365243,PRUNED,0:00:00.603566,0.00033273264647563217,35,3,2,1.3464544421566398
138,0.0043651553048266855,COMPLETE,0:00:36.401235,0.004388569338416864,16,3,2,0.7389075831916876
139,0.21235867153792393,PRUNED,0:00:27.629309,0.003671927552302416,15,3,2,1.062824004205238
140,1.1000272737320622,PRUNED,0:00:01.733044,0.000516932884256533,10,3,2,1.2360686154080862
141,0.006310810522123176,COMPLETE,0:00:39.589581,0.0031646419331217792,15,3,2,1.2978067292996764
142,0.004206339232211465,COMPLETE,0:00:28.813522,0.003047415674421462,21,3,2,0.7485362692681827
143,0.19814452068770633,PRUNED,0:00:24.676509,0.004503845425938126,21,3,2,0.8809463859873966
144,1.0222213648303726,PRUNED,0:00:00.986147,0.0010557475111149606,19,3,2,0.7574970949412034
145,0.484251784274394,PRUNED,0:00:07.618969,0.0011809791969841891,4,1,2,0.8464125804598659
146,1.215899141071594,PRUNED,0:00:01.489984,0.0004491846665923108,11,1,2,1.2989022677980606
147,0.004833138495826529,COMPLETE,0:00:45.273716,0.0013728795546992442,22,3,3,0.8493950915517723
148,0.21853634579373257,PRUNED,0:00:16.520968,0.004480037568766982,23,3,2,1.0551842661627302
149,0.004929695296130418,COMPLETE,0:00:29.162752,0.0013571748669165707,21,3,2,0.9916553471408159
150,0.008007296691305139,COMPLETE,0:00:28.021003,0.004646780217993538,23,3,2,0.6840739150769481
151,1.0227701838527408,PRUNED,0:00:00.851058,0.001330423117181221,23,3,2,0.7078275047185265
152,1.185999645238497,PRUNED,0:00:01.095022,0.0006384403402369406,18,3,2,0.7675852551762397
153,0.981108749870743,PRUNED,0:00:00.846423,0.0014528975887142413,23,3,2,0.7457074720555485
154,0.25162689569717617,PRUNED,0:00:15.048183,0.001427382009384844,10,3,2,0.7294460588838485
155,0.004620227989221361,COMPLETE,0:00:48.150107,0.0007484141195021972,11,3,2,0.7814853561547099
156,0.005162391483637133,COMPLETE,0:00:58.880636,0.0007851982470168029,9,3,2,0.7268765045152623
157,0.006355897707018887,COMPLETE,0:00:53.990411,0.0007911189347896324,10,3,2,0.644495671197894
158,0.2723997790705074,PRUNED,0:00:25.978557,0.0007917375476499357,4,3,2,0.6706760882042395
159,0.9741528862370894,PRUNED,0:00:00.879487,0.0018341484153473282,31,3,3,0.6584359606418521
160,0.005191952137655463,COMPLETE,0:00:58.687094,0.0007783428613637836,9,3,2,0.9490360683489895
161,0.0043838512033334345,COMPLETE,0:00:48.364679,0.0007746787135856045,11,3,2,0.7717607922414087
162,0.32712158412576053,PRUNED,0:00:05.795352,0.006142989318244194,9,3,2,0.7714022643959039
163,0.23935962657201781,PRUNED,0:00:38.551203,0.0008067677518904683,4,3,2,0.7865324148163383
164,0.4021460384186079,PRUNED,0:00:03.041666,0.0010049566938804169,12,3,2,0.9223486335666875
165,1.1128895107197434,PRUNED,0:00:00.509259,0.01571544620848503,44,3,2,1.3861276188544764
166,0.005818036642569195,COMPLETE,0:00:43.138841,0.0027075993442427534,15,3,2,1.3235669087691484
167,0.004949129852871028,COMPLETE,0:00:42.792501,0.001027928735363041,13,3,2,0.7369252152110859
168,0.004898866104120247,COMPLETE,0:00:41.498105,0.0009840859920540305,14,3,2,0.780266776808742
169,0.2081252048301756,PRUNED,0:00:32.575697,0.0026460349409783046,16,3,2,1.3288450214248044
170,1.0370181207619016,PRUNED,0:00:01.099420,0.000987078401856462,17,3,2,0.7460649688139849
171,1.1456633470692001,PRUNED,0:00:01.216605,0.0006659393550461879,15,3,2,0.8004007194819792
172,1.1958308921549425,PRUNED,0:00:01.297801,0.0005342655050265056,15,3,2,0.7765673478727708
173,1.3960593498030374,PRUNED,0:00:00.683359,0.0005312253204145741,30,3,2,0.7006655395962529
174,1.1568210402856003,PRUNED,0:00:00.703525,0.0010793603595178598,29,3,2,0.8143975461409076
175,0.00501788953420366,COMPLETE,0:01:06.623067,0.0017121134845940245,8,3,2,0.8203635753505049
176,0.004678305743251402,COMPLETE,0:01:03.258693,0.0018808042852623101,9,3,2,0.7353370633878961
177,0.005368684139957523,COMPLETE,0:00:35.559891,0.0020489726212283687,17,3,2,0.8360510674317349
178,0.005057144685498365,COMPLETE,0:00:34.663208,0.0018846568903824802,17,3,2,1.330951779003614
179,0.004427752293367706,COMPLETE,0:00:35.661381,0.0019812471897995465,18,3,2,1.4006018784568461
180,1.0177143472833794,PRUNED,0:00:00.974117,0.0016646330921527368,27,3,2,1.3974829802405908
181,0.2797448713572419,PRUNED,0:00:05.085915,0.005726645149849022,18,3,2,1.3768263647178214
182,1.289028588268492,PRUNED,0:00:00.244683,0.006108669288304099,120,3,2,0.8258612079318275
183,0.005035701556492683,COMPLETE,0:00:33.128588,0.0018707004238286411,18,3,2,1.3656038265818953
184,0.004182020614673336,COMPLETE,0:01:04.999806,0.0016034915254756659,8,3,2,1.4078209644463784
185,0.20131221387632758,PRUNED,0:00:48.793017,0.001979638127442959,8,3,2,1.4258296931564374
186,0.005307531050653038,COMPLETE,0:00:58.219545,0.002014185502011702,9,3,2,1.4233115837099384
187,1.1695815624291097,PRUNED,0:00:02.196211,0.00037106683472466,8,3,2,1.361022109861058
188,1.287104311871202,PRUNED,0:00:00.296996,0.0034435216692894097,89,3,2,1.3875323848463605
189,1.1218981773425372,PRUNED,0:00:00.416161,0.0042043481007489015,55,3,2,1.1856216095418175
190,0.48737046170813836,PRUNED,0:00:01.514634,0.00985205694681754,26,3,2,1.4133886420562989
191,0.004017611368158335,COMPLETE,0:00:53.065603,0.002758618263323264,10,3,2,0.7078965965007827
192,0.21458964950751844,PRUNED,0:00:33.384478,0.0016294030676921385,8,3,2,0.8751598217208243
193,0.2917527207828696,PRUNED,0:00:08.292058,0.0028648678433171814,8,3,2,1.4251632873568056
194,0.9656762763857841,PRUNED,0:00:00.808960,0.0015079108069076916,23,3,2,0.8872205143735448
195,0.23267750142102744,PRUNED,0:00:38.473802,0.0014593887762692694,4,3,2,1.4005479968973964
196,1.4690122590345496,PRUNED,0:00:00.309315,0.0012346084054136578,76,3,2,1.4059069341185537
197,0.242647883259872,PRUNED,0:00:20.309407,0.0024787002626873397,12,3,3,1.4530003693931584
198,0.005882285633596507,COMPLETE,0:00:52.948793,0.002447239885132818,10,3,2,0.7179636348888414
199,0.004121721680604076,COMPLETE,0:00:42.681498,0.0023910083131278128,13,3,2,0.7237158913001519
200,0.005082623199652504,COMPLETE,0:02:08.206094,0.0012188706538672658,4,3,2,0.7081422618458778
201,0.00599515290083549,COMPLETE,0:02:18.388909,0.0012039282114756195,4,3,2,0.7293102930490478
202,0.3812496423637808,PRUNED,0:00:08.096982,0.000638129066225289,4,3,2,1.3917505925348208
203,1.0161509611962005,PRUNED,0:00:00.959069,0.0011988741343133059,20,3,2,1.3504702569288702
204,0.9857075650314366,PRUNED,0:00:00.944044,0.0012136244827647801,20,3,2,0.7086139587180117
205,0.9839734332346768,PRUNED,0:00:00.955169,0.0012101145165387224,20,3,2,0.7069657806254713
206,0.2544206864435973,PRUNED,0:00:24.442757,0.0029086568808192334,4,3,2,0.7025112729658203
207,0.006216969025467691,COMPLETE,0:00:46.292727,0.003106688035762512,12,3,2,0.7592813164647967
208,0.22941081818026393,PRUNED,0:00:15.563880,0.0033232579111498813,12,3,2,1.3766850015454521
209,0.0069561649210692945,COMPLETE,0:00:43.280394,0.0034571966807013777,14,3,2,0.7607585549203989
210,0.2728067542980557,PRUNED,0:00:06.721647,0.0024382370225027174,13,3,2,0.7563211237147756
211,0.00532144296829145,COMPLETE,0:00:24.478404,0.004294743559939537,26,3,2,1.3470290981113477
212,0.26786494216108636,PRUNED,0:00:06.453759,0.0029972044317297117,14,3,2,0.7501575322263634
213,1.17265005391619,PRUNED,0:00:00.752916,0.0009484462369816293,26,3,2,1.013231542374992
214,0.21326858996695683,PRUNED,0:00:17.771688,0.0037364932863768775,14,3,2,0.7926443333407023
215,0.2077672320351102,PRUNED,0:00:26.498095,0.004156983771801893,14,3,2,0.7595805401316128
216,0.006171069929286458,COMPLETE,0:00:33.158218,0.004015604572312594,19,3,2,0.7971382452010983
217,1.1732554965677893,PRUNED,0:00:00.764691,0.0008468085841345109,25,3,2,0.6834409829450934
218,0.3059281844252385,PRUNED,0:00:08.155289,0.004923849078179238,20,3,2,1.3414005046093402
219,0.34797982532068117,PRUNED,0:00:02.886067,0.006802908763850044,19,3,2,1.3148990741745217
220,1.1158248685738619,PRUNED,0:00:00.382572,0.007204783929545325,63,3,2,1.311288027202271
221,0.30690542582047764,PRUNED,0:00:08.282700,0.005485415879736372,19,3,2,1.3644712951868971
222,0.22993393387843872,PRUNED,0:00:11.101433,0.004547695846216033,19,3,2,1.3685501784065424
223,0.004676985686695454,COMPLETE,0:00:21.792591,0.004569236558539663,32,3,2,1.3737013238372577
224,0.8691893589717371,PRUNED,0:00:01.140153,0.0015703435456625805,17,3,2,1.370660480255804
225,0.8706521676934283,PRUNED,0:00:00.951132,0.0015710151472498849,20,3,2,1.4757890695537055
226,0.8638772720514342,PRUNED,0:00:00.679269,0.002244541504613305,30,3,2,1.470475436096367
227,1.2240596162538007,PRUNED,0:00:00.866638,0.0006558288352634458,22,3,2,1.3820666845169916
228,0.24226576680895104,PRUNED,0:00:16.186976,0.0022014324743311084,8,3,2,0.7809714920821398
229,0.2169323686630944,PRUNED,0:01:06.861088,0.0020313441195020042,4,3,2,0.734854566403214
230,0.20251617339413014,PRUNED,0:00:42.803967,0.0019113429707029177,8,3,2,0.7190033693326702
231,0.0059171308719612875,COMPLETE,0:01:17.323902,0.0020162712753479238,7,3,2,0.6889369756000103
232,0.22663524342819139,PRUNED,0:00:46.193828,0.0020320692700970004,4,3,2,0.7353315793410661
233,0.2052099678206117,PRUNED,0:01:37.189631,0.0010659134363083505,4,3,3,0.7205536875844255
234,1.181453061218445,PRUNED,0:00:00.884431,0.0009890549788737438,31,3,3,0.7273912104988497
235,0.3720306213667144,PRUNED,0:00:02.849741,0.0011953354397700928,12,3,2,1.4041056329808743
236,1.1764676831430694,PRUNED,0:00:04.093799,0.008833922446149787,4,3,2,1.4362501618196766
237,0.39665539968570385,PRUNED,0:00:01.497314,0.005400106960679676,25,3,2,1.3914550114397928
238,0.004461528700022949,COMPLETE,0:00:59.345641,0.0018313776736277993,9,3,2,0.732358747676292
239,0.005513659719304886,COMPLETE,0:00:49.986368,0.001612996481007607,12,3,2,0.7308893289747033
240,0.004460561280037125,COMPLETE,0:00:51.567567,0.0014185951811835566,11,3,2,0.7387200469156375
241,0.8759458591166425,PRUNED,0:00:01.559132,0.0008342220806250996,11,3,2,0.6857043456055255
242,1.5580073971497386,PRUNED,0:00:00.196837,0.002581170445927404,171,3,2,1.3316211133411373
243,0.004129318094844449,COMPLETE,0:00:52.062479,0.0016021235403336279,11,3,2,0.7381947926900594
244,0.24884556172721423,PRUNED,0:00:08.480929,0.0015840636435756035,12,3,2,1.402325002718961
245,0.3230694470676913,PRUNED,0:00:04.509614,0.0014993354670264194,12,3,2,1.3549228250443535
246,1.0051605152639198,PRUNED,0:00:01.289909,0.0008956807081826221,15,3,2,1.3513986744811928
