CAD,mean,su
-184.75,0.238860878,0.030928125
-184.5,0.238953804,0.030935366
-184.25,0.23893425,0.030928757
-184,0.23882679,0.030944505
-183.75,0.238690187,0.030935413
-183.5,0.238593262,0.030935484
-183.25,0.238586134,0.030935078
-183,0.238679993,0.03093446
-182.75,0.238844525,0.030944182
-182.5,0.239023668,0.030927729
-182.25,0.239161759,0.030936109
-182,0.239227578,0.030935598
-181.75,0.23922546,0.030937056
-181.5,0.239189348,0.030935279
-181.25,0.239164022,0.030935575
-181,0.239183447,0.030934104
-180.75,0.239256667,0.030929327
-180.5,0.239367074,0.00360008
-180.25,0.239483812,0.003600097
-180,0.23957831,0.003600067
-179.75,0.239637227,0.00360006
-179.5,0.239665894,0.003600088
-179.25,0.239681855,0.030928661
-179,0.23970325,0.030942488
-178.75,0.239738925,0.030936676
-178.5,0.239785448,0.030929813
-178.25,0.239831884,0.030937516
-178,0.239868704,0.030946795
-177.75,0.23989507,0.030938158
-177.5,0.23991991,0.030936844
-177.25,0.239956021,0.030938598
-177,0.240010596,0.030937788
-176.75,0.240077878,0.030937214
-176.5,0.240138699,0.030935831
-176.25,0.240168028,0.030930757
-176,0.240147249,0.030936884
-175.75,0.240075119,0.030945242
-175.5,0.239971712,0.030937611
-175.25,0.239872944,0.030935956
-175,0.239817818,0.030930314
-174.75,0.23983389,0.03093713
-174.5,0.239927068,0.030937429
-174.25,0.240079539,0.030946403
-174,0.240255811,0.030937073
-173.75,0.240413659,0.03093782
-173.5,0.240515588,0.030939072
-173.25,0.240537484,0.030938669
-173,0.240473179,0.03093784
-172.75,0.240335309,0.030936987
-172.5,0.240153167,0.030930755
-172.25,0.239967692,0.030946038
-172,0.239823434,0.030928872
-171.75,0.239758094,0.030943611
-171.5,0.239792026,0.030936793
-171.25,0.239921508,0.030937266
-171,0.24011922,0.03093735
-170.75,0.240342833,0.030939676
-170.5,0.240548859,0.030931296
-170.25,0.240706218,0.030938965
-170,0.24080394,0.030947343
-169.75,0.240850349,0.030929992
-169.5,0.240865284,0.030946504
-169.25,0.240869986,0.030938463
-169,0.240879554,0.030941049
-168.75,0.240900505,0.030922594
-168.5,0.240932606,0.030946519
-168.25,0.240972112,0.030939635
-168,0.241013744,0.030945193
-167.75,0.241050839,0.030930591
-167.5,0.241075121,0.030947564
-167.25,0.241078141,0.030938413
-167,0.241055007,0.030932637
-166.75,0.24100887,0.030946727
-166.5,0.240953314,0.030931508
-166.25,0.240910457,0.030941442
-166,0.240904871,0.030940905
-165.75,0.240955948,0.030949349
-165.5,0.241072254,0.030935297
-165.25,0.241250203,0.030951719
-165,0.241476637,0.030936015
-164.75,0.241732696,0.030967257
-164.5,0.241996159,0.030934124
-164.25,0.24224157,0.030957598
-164,0.242440361,0.030946102
-163.75,0.242564434,0.030965703
-163.5,0.242594833,0.030942706
-163.25,0.242532813,0.030942181
-163,0.242406861,0.030959738
-162.75,0.242269177,0.030947093
-162.5,0.242180014,0.030931733
-162.25,0.242185731,0.031061477
-162,0.242301623,0.031300608
-161.75,0.242509316,0.031097237
-161.5,0.242770549,0.031066844
-161.25,0.243049099,0.031074099
-161,0.24332706,0.03096963
-160.75,0.243605208,0.031004999
-160.5,0.243887969,0.030937431
-160.25,0.244164734,0.030980072
-160,0.244402847,0.030939882
-159.75,0.244560363,0.03095981
-159.5,0.244612915,0.030973534
-159.25,0.244577792,0.030938896
-159,0.244517841,0.030961765
-158.75,0.244518937,0.030953575
-158.5,0.244650934,0.031023217
-158.25,0.244932754,0.031013234
-158,0.245320756,0.031047662
-157.75,0.245726807,0.030984423
-157.5,0.246056603,0.030997818
-157.25,0.24624922,0.03095814
-157,0.246300428,0.030993246
-156.75,0.24626229,0.030939646
-156.5,0.246223,0.030955235
-156.25,0.246277204,0.030958222
-156,0.246496824,0.030958879
-155.75,0.246908833,0.030978068
-155.5,0.247483759,0.030938063
-155.25,0.248138387,0.030986256
-155,0.248755599,0.030952837
-154.75,0.249220152,0.030991919
-154.5,0.249461159,0.030939187
-154.25,0.249484486,0.030957541
-154,0.249377915,0.030969179
-153.75,0.249281868,0.030948356
-153.5,0.249335408,0.030954438
-153.25,0.249621323,0.030952601
-153,0.250136277,0.03095435
-152.75,0.250799455,0.030968881
-152.5,0.251492806,0.030960668
-152.25,0.252109999,0.030949657
-152,0.252589343,0.030967414
-151.75,0.2529186,0.030948615
-151.5,0.253117894,0.030955943
-151.25,0.253218555,0.030961055
-151,0.253253569,0.030959985
-150.75,0.253262245,0.030960407
-150.5,0.253298132,0.030961865
-150.25,0.253425458,0.030959708
-150,0.25369814,0.030965768
-149.75,0.254130307,0.030949012
-149.5,0.254677067,0.0309611
-149.25,0.25524149,0.030956491
-149,0.255709464,0.030973627
-148.75,0.255997382,0.030964214
-148.5,0.256089202,0.030961823
-148.25,0.256044433,0.030962534
-148,0.255973791,0.030960625
-147.75,0.2559953,0.030955584
-147.5,0.256191535,0.030964836
-147.25,0.256585304,0.03097287
-147,0.257139913,0.030964917
-146.75,0.257778612,0.030978569
-146.5,0.258411883,0.030948626
-146.25,0.258962236,0.030967324
-146,0.259381211,0.030967021
-145.75,0.259657879,0.030969238
-145.5,0.25981976,0.030969913
-145.25,0.25992637,0.030980176
-145,0.260055021,0.030961682
-144.75,0.260280043,0.030979171
-144.5,0.260649988,0.03095499
-144.25,0.261170282,0.030980167
-144,0.261798668,0.030971614
-143.75,0.262456748,0.030974479
-143.5,0.263054649,0.030977222
-143.25,0.263520313,0.0309778
-143,0.263822879,0.03097679
-142.75,0.2639819,0.03096835
-142.5,0.264059563,0.030984955
-142.25,0.264139177,0.030977586
-142,0.264297724,0.030970943
-141.75,0.264581826,0.030994758
-141.5,0.264994951,0.030968588
-141.25,0.265499644,0.030979386
-141,0.2660334,0.030972526
-140.75,0.266532079,0.030992981
-140.5,0.266952211,0.030972641
-140.25,0.267284234,0.030991521
-140,0.267552584,0.030982392
-139.75,0.26780388,0.030966769
-139.5,0.268088984,0.031003492
-139.25,0.268446243,0.03097712
-139,0.268891425,0.030996156
-138.75,0.269416023,0.030986683
-138.5,0.2699921,0.03098659
-138.25,0.270580312,0.030978916
-138,0.271138517,0.03098929
-137.75,0.271629966,0.030990382
-137.5,0.272030979,0.0309917
-137.25,0.272337366,0.030991688
-137,0.272567519,0.030992179
-136.75,0.272759606,0.031001748
-136.5,0.27296177,0.030984009
-136.25,0.273217435,0.030994114
-136,0.273550888,0.030992543
-135.75,0.273959336,0.030994427
-135.5,0.274415456,0.030995642
-135.25,0.274879942,0.030997074
-135,0.275318896,0.030995798
-134.75,0.275718488,0.03099857
-134.5,0.276090515,0.031006773
-134.25,0.276466603,0.030974375
-134,0.27688387,0.031019199
-133.75,0.277368467,0.030989884
-133.5,0.277923954,0.031020041
-133.25,0.278528993,0.030985524
-133,0.27914474,0.031004315
-132.75,0.279728513,0.031015762
-132.5,0.280248298,0.030996839
-132.25,0.280692997,0.031014855
-132,0.281075375,0.031008278
-131.75,0.281427443,0.030990917
-131.5,0.281790349,0.031027984
-131.25,0.282202261,0.031000367
-131,0.28268795,0.031010166
-130.75,0.283253013,0.03100851
-130.5,0.283884121,0.031013492
-130.25,0.284554757,0.031013669
-130,0.285234106,0.031014596
-129.75,0.285895767,0.031016385
-129.5,0.286523304,0.031016077
-129.25,0.287111265,0.031017345
-129,0.287662502,0.031013111
-128.75,0.288184233,0.031030018
-128.5,0.288685411,0.031019458
-128.25,0.289176502,0.031013564
-128,0.289670682,0.031023663
-127.75,0.290184162,0.031024046
-127.5,0.290733793,0.031025964
-127.25,0.291332098,0.031027072
-127,0.291982096,0.031026981
-126.75,0.292675154,0.031037991
-126.5,0.293393782,0.031012065
-126.25,0.294118567,0.031043186
-126,0.294835846,0.031033183
-125.75,0.295542177,0.031033457
-125.5,0.296243398,0.031036888
-125.25,0.29694918,0.031028181
-125,0.297666449,0.031040221
-124.75,0.298395362,0.031062179
-124.5,0.299129666,0.031031232
-124.25,0.299860494,0.031034761
-124,0.300580882,0.031045198
-123.75,0.301288514,0.031046063
-123.5,0.30198594,0.031045455
-123.25,0.302679399,0.031048196
-123,0.303377834,0.031050134
-122.75,0.304092647,0.031053325
-122.5,0.304837153,0.031055193
-122.25,0.305624069,0.031053
-122,0.306460592,0.031055103
-121.75,0.307342828,0.031057289
-121.5,0.308252942,0.03106053
-121.25,0.309161914,0.031072059
-121,0.310038116,0.031044882
-120.75,0.310858578,0.031064747
-120.5,0.31161794,0.031065609
-120.25,0.312330902,0.03106845
-120,0.313027123,0.031068291
-119.75,0.31374102,0.031069666
-119.5,0.314500834,0.031083913
-119.25,0.315320771,0.031062626
-119,0.316197852,0.031077194
-118.75,0.317112948,0.031067956
-118.5,0.3180347,0.031080576
-118.25,0.318925605,0.031082878
-118,0.319750236,0.031081971
-117.75,0.320485227,0.031083832
-117.5,0.321129016,0.031097131
-117.25,0.321707511,0.031076818
-117,0.322271695,0.031077828
-116.75,0.32288555,0.03111193
-116.5,0.323606883,0.031080028
-116.25,0.324467562,0.031091817
-116,0.325460901,0.031094894
-115.75,0.326541653,0.031097176
-115.5,0.3276391,0.031113602
-115.25,0.328678634,0.031091071
-115,0.329604284,0.031092275
-114.75,0.330394903,0.031105282
-114.5,0.33106955,0.03110597
-114.25,0.331681326,0.031108474
-114,0.33230207,0.031109918
-113.75,0.333002228,0.031110306
-113.5,0.333831063,0.031112396
-113.25,0.334802398,0.031116742
-113,0.33589022,0.031115215
-112.75,0.337036212,0.031122447
-112.5,0.338167741,0.031111572
-112.25,0.339220916,0.031125117
-112,0.340160756,0.031139722
-111.75,0.340991084,0.031117082
-111.5,0.341750572,0.031132927
-111.25,0.342497069,0.031130108
-111,0.343287124,0.031132963
-110.75,0.344159027,0.031135447
-110.5,0.345125206,0.031128176
-110.25,0.346174903,0.031151367
-110,0.347283496,0.031144694
-109.75,0.348422996,0.031132702
-109.5,0.349569546,0.031146033
-109.25,0.350706789,0.03113868
-109,0.351826466,0.031177162
-108.75,0.352928137,0.03114417
-108.5,0.354018633,0.031157949
-108.25,0.355110335,0.031160319
-108,0.356217151,0.031150638
-107.75,0.357348542,0.031165927
-107.5,0.358504033,0.031167016
-107.25,0.359671495,0.031170834
-107,0.360831187,0.031174561
-106.75,0.361964482,0.031177547
-106.5,0.363063268,0.031178961
-106.25,0.364135125,0.031170249
-106,0.365201293,0.031195149
-105.75,0.366288111,0.031189333
-105.5,0.367416049,0.031176035
-105.25,0.368591613,0.031178472
-105,0.369805784,0.031221868
-104.75,0.37103928,0.031186793
-104.5,0.37227162,0.031199822
-104.25,0.373489555,0.031201262
-104,0.374691284,0.031208804
-103.75,0.375885307,0.031208938
-103.5,0.377085402,0.031199453
-103.25,0.378304627,0.031215756
-103,0.379551093,0.031217737
-102.75,0.380826836,0.03122275
-102.5,0.382129352,0.031223749
-102.25,0.383454271,0.031228552
-102,0.384797468,0.031234229
-101.75,0.386155798,0.031236525
-101.5,0.387526703,0.031240713
-101.25,0.388907696,0.031227175
-101,0.390296664,0.03124509
-100.75,0.391693181,0.031250404
-100.5,0.393100062,0.031253393
-100.25,0.394523951,0.031256589
-100,0.395973997,0.031259067
-99.75,0.397458701,0.03126408
-99.5,0.398982041,0.031255768
-99.25,0.400540567,0.031270168
-99,0.4021229,0.03127722
-98.75,0.403712064,0.031279583
-98.5,0.405289926,0.031271258
-98.25,0.406842119,0.031300945
-98,0.408361641,0.031278617
-97.75,0.409849902,0.031295609
-97.5,0.411315146,0.031300622
-97.25,0.412769317,0.031304827
-97,0.414225213,0.031305405
-96.75,0.415695404,0.031298687
-96.5,0.417193212,0.031328771
-96.25,0.418734322,0.031320759
-96,0.420336654,0.03131034
-95.75,0.422016656,0.03133004
-95.5,0.423782386,0.031320592
-95.25,0.425626466,0.031338506
-95,0.427523461,0.031329174
-94.75,0.429435017,0.031379457
-94.5,0.431322364,0.031341552
-94.25,0.433161326,0.031360974
-94,0.434952617,0.031353958
-93.75,0.436721661,0.031367188
-93.5,0.438507208,0.031374958
-93.25,0.440343973,0.031366556
-93,0.442248002,0.031384285
-92.75,0.444212242,0.031376973
-92.5,0.446214407,0.031412605
-92.25,0.448232631,0.031402248
-92,0.450260314,0.031395058
-91.75,0.452312176,0.0314006
-91.5,0.454418497,0.031433816
-91.25,0.456610779,0.031412224
-91,0.458906348,0.031449795
-90.75,0.461299476,0.031431374
-90.5,0.463762824,0.031448657
-90.25,0.466257641,0.031455307
-90,0.468747185,0.031462784
-89.75,0.471207008,0.03146015
-89.5,0.473628116,0.031496337
-89.25,0.476013074,0.031468742
-89,0.478368484,0.031491881
-88.75,0.480698487,0.031496865
-88.5,0.48300265,0.031492975
-88.25,0.485278748,0.031529354
-88,0.487528254,0.031506583
-87.75,0.48976109,0.031526947
-87.5,0.491996797,0.031516592
-87.25,0.494261233,0.031557066
-87,0.496579996,0.031534106
-86.75,0.498971069,0.031556138
-86.5,0.501439289,0.031565243
-86.25,0.503974415,0.031556802
-86,0.506553401,0.031580178
-85.75,0.50914633,0.031588982
-85.5,0.511724544,0.031599218
-85.25,0.514268766,0.03158896
-85,0.51677473,0.031614805
-84.75,0.51925424,0.031621625
-84.5,0.521730974,0.031615799
-84.25,0.524232343,0.031641186
-84,0.526780583,0.031646629
-83.75,0.529386833,0.03163749
-83.5,0.532050702,0.031667568
-83.25,0.534765152,0.031675191
-83,0.537523692,0.0316843
-82.75,0.540325519,0.031674277
-82.5,0.543175274,0.031722762
-82.25,0.546077061,0.031696509
-82,0.549025907,0.03172494
-81.75,0.552001825,0.031716101
-81.5,0.554970997,0.031741334
-81.25,0.557895311,0.031757132
-81,0.560747212,0.03174752
-80.75,0.56352361,0.031776025
-80.5,0.566252126,0.03178595
-80.25,0.568985651,0.031795659
-80,0.571785995,0.03178606
-79.75,0.574702254,0.031816569
-79.5,0.577752366,0.031828196
-79.25,0.580915849,0.031821181
-79,0.584141823,0.031850017
-78.75,0.587370469,0.031861959
-78.5,0.590560266,0.031856188
-78.25,0.593710042,0.031887705
-78,0.59686585,0.031897984
-77.75,0.600108042,0.031890784
-77.5,0.603521934,0.031923875
-77.25,0.607162919,0.031918246
-77,0.611030322,0.031968628
-76.75,0.615061751,0.031934008
-76.5,0.619151693,0.032009778
-76.25,0.623187931,0.031979118
-76,0.627091496,0.032015371
-75.75,0.630843951,0.032009708
-75.5,0.634490897,0.032027295
-75.25,0.638120452,0.032056392
-75,0.641825795,0.032055266
-74.75,0.645667205,0.032090005
-74.5,0.649648873,0.032130767
-74.25,0.65371929,0.032103097
-74,0.65779435,0.032139483
-73.75,0.661793264,0.032157398
-73.5,0.665672661,0.03213187
-73.25,0.669445413,0.032188723
-73,0.673177077,0.03220143
-72.75,0.676961781,0.032200995
-72.5,0.680887395,0.032214836
-72.25,0.685003806,0.032252075
-72,0.689306631,0.032273868
-71.75,0.693742249,0.032293174
-71.5,0.698231274,0.032294453
-71.25,0.70270009,0.032308721
-71,0.707107019,0.032350191
-70.75,0.711452612,0.032370663
-70.5,0.715771161,0.032368592
-70.25,0.720109428,0.032431402
-70,0.724504452,0.032402317
-69.75,0.72897201,0.032421808
-69.5,0.733510887,0.032471659
-69.25,0.738118781,0.032447342
-69,0.742808632,0.032511712
-68.75,0.747613528,0.032512139
-68.5,0.752574951,0.03255934
-68.25,0.757719401,0.032579198
-68,0.763036447,0.032573312
-67.75,0.768471999,0.032634213
-67.5,0.77394316,0.03264284
-67.25,0.77936933,0.032663066
-67,0.784704947,0.032709846
-66.75,0.789957787,0.032708336
-66.5,0.795184039,0.032761803
-66.25,0.800463215,0.032761467
-66,0.805865748,0.032813139
-65.75,0.811428582,0.032816744
-65.5,0.817148431,0.032869635
-65.25,0.822992489,0.032878014
-65,0.828918003,0.032907215
-64.75,0.834889618,0.032959851
-64.5,0.840887087,0.03296694
-64.25,0.846902847,0.03301643
-64,0.85293456,0.033054651
-63.75,0.858979292,0.033037152
-63.5,0.865033366,0.033090475
-63.25,0.871097544,0.033149035
-63,0.877183758,0.033150311
-62.75,0.8833189,0.033212591
-62.5,0.889542866,0.033227573
-62.25,0.89590086,0.033253732
-62,0.902432273,0.03331879
-61.75,0.909159512,0.033329369
-61.5,0.916080058,0.033394356
-61.25,0.923164123,0.033373408
-61,0.930359177,0.033479393
-60.75,0.937601143,0.033487198
-60.5,0.944830406,0.033526634
-60.25,0.952008944,0.033594562
-60,0.959133495,0.033606573
-59.75,0.966239551,0.033680553
-59.5,0.973392862,0.033692431
-59.25,0.980669117,0.033736937
-59,0.988127438,0.033806527
-58.75,0.995787256,0.033785587
-58.5,1.003618711,0.033870391
-58.25,1.011552708,0.033944445
-58,1.019508965,0.033966922
-57.75,1.027431927,0.034046286
-57.5,1.035319449,0.0340253
-57.25,1.043230713,0.034141407
-57,1.051268147,0.034173905
-56.75,1.059539647,0.034206368
-56.5,1.06811672,0.034253247
-56.25,1.077006494,0.034287395
-56,1.086149322,0.034415531
-55.75,1.095442036,0.034438614
-55.5,1.104775531,0.034498099
-55.25,1.114069929,0.03455336
-55,1.123293562,0.034616287
-54.75,1.132461244,0.034710013
-54.5,1.141617522,0.034701856
-54.25,1.150816339,0.034795662
-54,1.160107343,0.034858974
-53.75,1.169532528,0.034924735
-53.5,1.179129476,0.034959616
-53.25,1.188933881,0.035122909
-53,1.198975876,0.035123612
-52.75,1.209270375,0.035154457
-52.5,1.219807008,0.035267787
-52.25,1.230546735,0.035339973
-52,1.241428983,0.035422512
-51.75,1.252387458,0.035501165
-51.5,1.263368238,0.035539135
-51.25,1.274343139,0.035684118
-51,1.285314518,0.035700612
-50.75,1.296312238,0.035845435
-50.5,1.307386362,0.035850566
-50.25,1.318598867,0.035980213
-50,1.330015257,0.03606714
-49.75,1.341694853,0.036147037
-49.5,1.353678875,0.036234084
-49.25,1.365978064,0.036290415
-49,1.378564599,0.036417576
-48.75,1.391373787,0.036491018
-48.5,1.40431825,0.036625449
-48.25,1.417312119,0.036683401
-48,1.430297816,0.03686858
-47.75,1.443265904,0.036924627
-47.5,1.456260436,0.036984816
-47.25,1.469367234,0.037092248
-47,1.482688459,0.037208924
-46.75,1.496311434,0.03735129
-46.5,1.510281579,0.037458083
-46.25,1.524588248,0.037531021
-46,1.539168581,0.037704921
-45.75,1.55392918,0.037781117
-45.5,1.56877954,0.03794137
-45.25,1.583666556,0.038024895
-45,1.598597669,0.038198411
-44.75,1.613642861,0.038321703
-44.5,1.62891252,0.038406543
-44.25,1.644517436,0.038544416
-44,1.660525152,0.038716827
-43.75,1.676930109,0.038777043
-43.5,1.693651021,0.039015215
-43.25,1.710558723,0.039158892
-43,1.727524907,0.039264364
-42.75,1.744472505,0.039415035
-42.5,1.761406596,0.039571934
-42.25,1.778412307,0.039718985
-42,1.79562037,0.039870977
-41.75,1.813155396,0.040077122
-41.5,1.831089641,0.040194518
-41.25,1.849422147,0.040357712
-41,1.868090766,0.040541605
-40.75,1.88700898,0.040726338
-40.5,1.906108394,0.040850498
-40.25,1.925366712,0.041160067
-40,1.94481005,0.041201215
-39.75,1.964492201,0.041486975
-39.5,1.984464472,0.041496307
-39.25,2.00475239,0.041927586
-39,2.025349472,0.042030673
-38.75,2.046227705,0.04218781
-38.5,2.067355816,0.042431937
-38.25,2.088714253,0.042658196
-38,2.110300221,0.042855967
-37.75,2.132123379,0.043022261
-37.5,2.154198049,0.043341738
-37.25,2.176538089,0.043478642
-37,2.199156782,0.04375462
-36.75,2.222069357,0.043983605
-36.5,2.245293706,0.044171134
-36.25,2.268846636,0.044456126
-36,2.292737036,0.044750111
-35.75,2.316960504,0.044855693
-35.5,2.341500025,0.045163676
-35.25,2.366333938,0.045424065
-35,2.391448037,0.04573616
-34.75,2.416845734,0.046000289
-34.5,2.442550684,0.046215541
-34.25,2.468599698,0.046445247
-34,2.495028384,0.046841359
-33.75,2.521855457,0.047077855
-33.5,2.549072569,0.047410109
-33.25,2.576644586,0.04766107
-33,2.604521241,0.047957441
-32.75,2.632656605,0.048224219
-32.5,2.661029339,0.048648555
-32.25,2.689655692,0.048895522
-32,2.718589388,0.04922409
-31.75,2.747907306,0.049429781
-31.5,2.777685616,0.049998761
-31.25,2.807975168,0.050213654
-31,2.838785567,0.050515481
-30.75,2.870083855,0.050978681
-30.5,2.901807775,0.051276345
-30.25,2.933887871,0.051595381
-30,2.966269814,0.051968592
-29.75,2.998929313,0.052447433
-29.5,3.031875766,0.052705571
-29.25,3.065145161,0.053150989
-29,3.098785951,0.053497503
-28.75,3.132842775,0.053954297
-28.5,3.167342734,0.054230142
-28.25,3.202287999,0.054764644
-28,3.237657217,0.055098756
-27.75,3.273415927,0.055602269
-27.5,3.309532981,0.055973274
-27.25,3.345996663,0.05635048
-27,3.382822834,0.056894907
-26.75,3.420049844,0.05729495
-26.5,3.457720979,0.057800329
-26.25,3.4958622,0.058192229
-26,3.534466804,0.058654447
-25.75,3.573496255,0.059147053
-25.5,3.612898349,0.059560925
-25.25,3.652634069,0.060109746
-25,3.692698848,0.060591162
-24.75,3.733126186,0.061107412
-24.5,3.773970965,0.061567576
-24.25,3.815281211,0.062103668
-24,3.857073733,0.062548814
-23.75,3.89932696,0.063153975
-23.5,3.941994538,0.063609537
-23.25,3.9850315,0.064212161
-23,4.028417964,0.064695438
-22.75,4.072167327,0.065363377
-22.5,4.116315235,0.065724832
-22.25,4.160896593,0.066325484
-22,4.205924016,0.066999711
-21.75,4.251379133,0.067568943
-21.5,4.297219819,0.068060013
-21.25,4.343397124,0.068677307
-21,4.389871081,0.069260066
-20.75,4.436616997,0.069893878
-20.5,4.483621194,0.070447388
-20.25,4.530872392,0.070998407
-20,4.578357296,0.071735375
-19.75,4.626065116,0.072258485
-19.5,4.673998306,0.072905801
-19.25,4.722180858,0.073527799
-19,4.770655162,0.074134585
-18.75,4.8194646,0.074782329
-18.5,4.868628259,0.075401138
-18.25,4.918121017,0.075984818
-18,4.96787208,0.076769072
-17.75,5.017787051,0.077290802
-17.5,5.067786449,0.077942763
-17.25,5.117843637,0.078733038
-17,5.168003138,0.079252978
-16.75,5.218368094,0.080035336
-16.5,5.269059788,0.080656766
-16.25,5.320165803,0.081247773
-16,5.371699433,0.081971941
-15.75,5.423588265,0.0826186
-15.5,5.475696535,0.083376584
-15.25,5.527870639,0.084068246
-15,5.579987462,0.084690095
-14.75,5.631985435,0.085491721
-14.5,5.683867683,0.085978854
-14.25,5.735680067,0.086817371
-14,5.787477604,0.08750944
-13.75,5.839295949,0.088192572
-13.5,5.891139705,0.088823987
-13.25,5.942989614,0.089575933
-13,5.994821361,0.090185028
-12.75,6.046624087,0.090979333
-12.5,6.098408395,0.091590802
-12.25,6.150200082,0.092412695
-12,6.20202348,0.092980477
-11.75,6.253883347,0.093730233
-11.5,6.305754328,0.094368024
-11.25,6.357582469,0.095141134
-11,6.409296604,0.095838547
-10.75,6.460822239,0.096528397
-10.5,6.512089817,0.097081596
-10.25,6.563033243,0.097964836
-10,6.613581074,0.098579804
-9.75,6.663647933,0.099207991
-9.5,6.713134166,0.099855009
-9.25,6.761936949,0.100650575
-9,6.809968642,0.101255409
-8.75,6.857172612,0.101890745
-8.5,6.903526812,0.102525646
-8.25,6.949031537,0.103108821
-8,6.993686825,0.103794895
-7.75,7.037471447,0.104411862
-7.5,7.080335396,0.10490107
-7.25,7.122210568,0.105487886
-7,7.163034005,0.106114773
-6.75,7.202770568,0.106648908
-6.5,7.241421785,0.107167926
