trial_number,value,state,duration,lr,batch_size
0,0.014785365026132143,COMPLETE,0:00:18.214516,0.0909117198359631,32
1,0.004431152307136397,COMPLETE,0:00:08.854580,0.0007735181439419189,203
2,0.00553610201351961,COMPLETE,0:00:09.740016,0.047636699268238505,131
3,0.023520782680772824,COMPLETE,0:00:07.976742,2.8690371045740244e-06,223
4,0.004432437649910085,COMPLETE,0:01:11.633741,0.0003045593763016535,5
5,0.0035458193564793334,COMPLETE,0:00:23.321404,0.02475173392797615,21
6,3.6695173617928067,PRUNED,0:00:15.517291,1.914346202310104e-06,25
7,0.002989684992531649,COMPLETE,0:00:11.973717,0.011926166725084288,66
8,0.006353519589400561,COMPLETE,0:00:06.954363,0.0010212816890099328,247
9,0.006691992059125534,COMPLETE,0:00:07.557530,0.0005567561976227303,236
10,0.02352359463754494,COMPLETE,0:00:08.037053,3.834480969538574e-06,179
11,0.002827988012196906,COMPLETE,0:00:09.040360,0.006818756511634806,109
12,3.768326123103951,PRUNED,0:00:02.996992,5.518339319065333e-06,11
13,3.8177812968459084,PRUNED,0:00:00.439086,3.749798364686594e-06,164
14,0.0034327386489747106,COMPLETE,0:00:08.431341,0.01626568528829626,147
15,0.00398981048617791,COMPLETE,0:00:07.480664,0.0030809968173022098,219
16,3.723769434523771,PRUNED,0:00:01.033063,3.680284581672649e-05,46
17,0.004598830948611233,COMPLETE,0:00:10.245113,0.015770328039607408,69
18,0.0028466350685053803,COMPLETE,0:00:10.340098,0.005684454454204125,79
19,0.0031036557393938975,COMPLETE,0:00:10.126074,0.008253056067577513,83
20,0.0032010979654960394,COMPLETE,0:00:10.273998,0.008288416522929979,76
21,0.002806629506219009,COMPLETE,0:00:10.317760,0.0058329144773508436,80
22,0.0030177659368342815,COMPLETE,0:00:10.430743,0.00983673102417542,81
23,0.0033617330641013076,COMPLETE,0:00:10.144031,0.004827283429908346,86
24,0.5171311293002013,PRUNED,0:00:01.080522,0.0034267235340147096,96
25,3.6361643148928273,PRUNED,0:00:00.608548,0.00012189060706176043,89
26,3.639876285352205,PRUNED,0:00:00.618064,0.00012366072477471859,92
27,1.8751261124581646,PRUNED,0:00:00.561335,0.0038877501303998183,107
28,2.002969995822782,PRUNED,0:00:00.502120,0.0035081511357366174,114
29,2.013896415046617,PRUNED,0:00:00.539513,0.003452818293090657,114
30,1.640771875208294,PRUNED,0:00:00.879226,0.0024443097377990696,59
31,1.9076904336736782,PRUNED,0:00:00.901959,0.0015446273945129948,55
32,0.2820095719417205,PRUNED,0:00:03.991929,0.009757036442628294,59
33,0.002994066495253286,COMPLETE,0:00:11.743365,0.010227563749744853,62
34,0.3519634892317382,PRUNED,0:00:01.309982,0.03982045627102555,133
35,3.563135909311699,PRUNED,0:00:00.490478,0.0002432195671746067,132
36,0.4191152137969065,PRUNED,0:00:01.957860,0.06692839944401727,40
37,2.61163722162012,PRUNED,0:00:01.083920,0.09308291532279685,39
38,0.0037385259331756296,COMPLETE,0:00:10.074546,0.009027150738883495,78
39,0.003807526432056749,COMPLETE,0:00:11.143877,0.00790395919811491,67
40,0.002994864556066172,COMPLETE,0:00:10.487155,0.008329565057312685,66
41,0.003645131366862877,COMPLETE,0:00:09.374451,0.030900038805613487,108
42,0.00392010261149966,COMPLETE,0:00:09.155160,0.029933839086333732,111
43,0.0036836127595125012,COMPLETE,0:00:09.112187,0.03135053953635457,104
44,0.31596333647798175,PRUNED,0:00:01.523638,0.03075084788766542,107
45,0.00316435717059151,COMPLETE,0:00:09.283558,0.030985050425505683,102
46,2.7680429719452166,PRUNED,0:00:00.479329,0.0013041627540770226,150
47,1.4403222564346922,PRUNED,0:00:01.536951,0.0012463728272094313,26
48,2.1623322954683593,PRUNED,0:00:00.730239,0.0013603929386623867,66
49,1.9376564385197688,PRUNED,0:00:00.803934,0.0017150379828376199,62
50,2.0774770312618696,PRUNED,0:00:01.427233,0.0006090205887944467,29
51,2.2307991698245884,PRUNED,0:00:01.548376,0.0004616932010766966,27
52,2.633475887976336,PRUNED,0:00:00.865926,0.0004602603280789321,49
53,2.0772045208515957,PRUNED,0:00:01.546566,0.0005602424242381218,26
54,1.9929426041516392,PRUNED,0:00:01.713369,0.0005123077237848399,22
55,2.47599104580472,PRUNED,0:00:00.959697,0.0005877971303834452,48
56,0.37518779422853377,PRUNED,0:00:00.935705,0.01787597284675015,122
57,0.1642215245809968,PRUNED,0:00:14.045747,0.019531383072348505,10
58,0.3502384958775727,PRUNED,0:00:01.002434,0.01585855812534147,122
59,0.003892433287009274,COMPLETE,0:00:10.528228,0.016279640417873574,74
60,0.004033095308040153,COMPLETE,0:00:10.510314,0.01854424322666568,73
61,1.3526098594322042,PRUNED,0:00:00.630037,0.005554889288599647,74
62,1.5899400219812498,PRUNED,0:00:00.567702,0.005622572038400879,96
63,0.3962555079044444,PRUNED,0:00:15.317361,0.016414221783861184,4
64,2.1773835881189867,PRUNED,0:00:00.384412,0.005494707622584146,199
65,3.5624737114270073,PRUNED,0:00:06.768751,1.1215760636462107e-05,5
66,0.16738918112698664,PRUNED,0:00:12.018757,0.018827875724901258,12
67,3.4748206528312466,PRUNED,0:00:08.135370,1.1911765121942359e-05,4
68,0.30120061596794306,PRUNED,0:00:01.793610,0.012082433817293098,82
69,2.011646465848132,PRUNED,0:00:00.583745,0.0023069499645099896,85
70,0.28111525110619834,PRUNED,0:00:02.013981,0.013513398545509724,73
71,1.4085958140461068,PRUNED,0:00:00.558099,0.007042807722430832,92
72,1.4155270180074118,PRUNED,0:00:00.553385,0.006882637519650452,94
73,0.36586328010641816,PRUNED,0:00:01.593401,0.06279886599663692,55
74,0.0026332509953589747,COMPLETE,0:00:12.118605,0.011912455309948495,55
75,1.3640291964925757,PRUNED,0:00:01.077660,0.0022403462422254856,40
76,1.3244823907766867,PRUNED,0:00:01.056644,0.0027519027777860587,40
77,0.451832910378774,PRUNED,0:00:01.242882,0.04879390811744178,81
78,0.2835238532234843,PRUNED,0:00:01.841310,0.011527084962494208,84
79,0.0030488494050305384,COMPLETE,0:00:10.105169,0.010616851700581003,80
80,0.0032727885353966493,COMPLETE,0:00:10.002468,0.009627221201041106,82
81,1.2349468603062985,PRUNED,0:00:00.603484,0.010842982519890755,87
82,1.7895882081985475,PRUNED,0:00:00.550121,0.004057287255932205,100
83,0.003427914165161124,COMPLETE,0:00:11.103557,0.009005709284215638,63
84,0.2812357880584486,PRUNED,0:00:02.099328,0.009576516141956346,64
85,3.8187494447725845,PRUNED,0:00:00.861194,1.0128715122675215e-06,54
86,0.003804975523786861,COMPLETE,0:00:11.209100,0.008759012472554005,65
87,0.0030523480416759746,COMPLETE,0:00:10.122587,0.007949609606740462,69
88,0.33692292595396234,PRUNED,0:00:00.965512,0.023679626194389437,119
89,0.3738190366632559,PRUNED,0:00:01.093338,0.0452012116744797,99
90,1.4110043962641912,PRUNED,0:00:00.722599,0.004555555830587042,68
91,0.3555435358264328,PRUNED,0:00:01.267046,0.024998935386368625,79
92,1.4702691711047116,PRUNED,0:00:00.564635,0.00750818140716146,103
93,1.5268932940419186,PRUNED,0:00:00.798849,0.003079464560409408,60
94,0.3035701511009615,PRUNED,0:00:01.767461,0.03780720149355364,89
95,2.5167491426543585,PRUNED,0:00:00.504674,0.0018780211175947988,139
96,0.0027979440238709657,COMPLETE,0:00:17.007322,0.006197432557343827,34
97,0.0035168577256760327,COMPLETE,0:00:13.360256,0.004719620466111193,51
98,1.2326432004976828,PRUNED,0:00:00.743870,0.0064191604762344825,68
99,0.0034767231926550258,COMPLETE,0:00:13.072645,0.006588382355707133,52
100,0.0034587136032415175,COMPLETE,0:00:13.484386,0.0047117344468068974,50
101,1.2082746305138048,PRUNED,0:00:00.919959,0.004440544845386033,51
102,1.3098780233957614,PRUNED,0:00:00.937471,0.0041911212764798415,51
103,2.1858610902868567,PRUNED,0:00:00.887529,0.0009919789503154974,52
104,0.24279205133326542,PRUNED,0:00:02.519486,0.014535026855740051,56
105,0.00390978123689453,COMPLETE,0:00:17.147750,0.005822443246707808,33
106,0.26000515842610156,PRUNED,0:00:03.407520,0.013522942078032101,36
107,1.907885862433392,PRUNED,0:00:00.387932,0.0132207645042752,253
108,0.2552646134858546,PRUNED,0:00:02.087835,0.013379461695243651,76
109,0.14074643685326554,PRUNED,0:00:04.114721,0.024457608427544457,75
110,1.3056135457682323,PRUNED,0:00:00.735363,0.005883759668080881,70
111,0.2447423213881623,PRUNED,0:00:03.041794,0.021171474028390518,45
112,0.3623738247509594,PRUNED,0:00:01.854472,0.022135361992398146,47
113,1.496477790680286,PRUNED,0:00:00.776653,0.0034466571174644133,59
114,1.3392569285874465,PRUNED,0:00:00.587354,0.007702646668926422,89
115,3.7021714160316868,PRUNED,0:00:00.583080,8.663417500516529e-05,92
116,1.3723576834544222,PRUNED,0:00:00.596134,0.007317748413933263,93
117,1.3425799511312468,PRUNED,0:00:00.720389,0.00538189727028994,71
118,1.3204718610040502,PRUNED,0:00:00.490739,0.011179362126176932,114
119,0.44694447173522067,PRUNED,0:00:01.361422,0.07675079692582999,79
120,0.39210203627116,PRUNED,0:00:01.209377,0.0627254848651062,79
121,0.3625306594185531,PRUNED,0:00:01.329518,0.059034309544768515,78
122,0.15593610818896975,PRUNED,0:00:02.248456,0.030185599396896443,100
123,0.33207898713986983,PRUNED,0:00:01.058873,0.032067596793020216,99
124,0.34401501865869155,PRUNED,0:00:01.135201,0.03700070005553873,98
125,1.378183767751411,PRUNED,0:00:00.517452,0.00995245420405812,108
126,1.207133764028549,PRUNED,0:00:00.649957,0.01083710681670851,85
127,1.4065967263227486,PRUNED,0:00:00.556786,0.008681234805157787,105
128,1.3932692174504442,PRUNED,0:00:00.589478,0.006401299917763447,85
129,1.2730493952588338,PRUNED,0:00:00.649705,0.009324892602746293,85
130,0.0030605798318877834,COMPLETE,0:00:11.935159,0.008222920427616085,62
131,0.3367512492926973,PRUNED,0:00:01.603000,0.017725004068320744,63
132,1.5728306789347466,PRUNED,0:00:00.755247,0.002801551699076016,62
133,0.2976872642870845,PRUNED,0:00:02.403445,0.017062742704408572,63
134,0.3504718460770317,PRUNED,0:00:01.640044,0.018273432628475368,64
135,0.003329625443393335,COMPLETE,0:00:11.909882,0.015858264336226616,61
136,0.3302185890718925,PRUNED,0:00:01.361400,0.017593208671823762,72
137,1.5997241578341528,PRUNED,0:00:00.779724,0.003623796542707517,73
138,0.32445494539854003,PRUNED,0:00:01.573004,0.011592401124899808,71
139,0.2959468148560392,PRUNED,0:00:02.193946,0.011500244793948431,69
140,1.1658295121551119,PRUNED,0:00:00.737893,0.010973833970358915,82
141,1.261002429795486,PRUNED,0:00:00.737601,0.008044387846978336,81
142,0.29486570485072944,PRUNED,0:00:06.136208,0.012005011149971363,20
143,0.0030174126317904833,COMPLETE,0:00:17.411687,0.007505860479580541,32
144,0.0032393936681928935,COMPLETE,0:00:17.135050,0.005659248501284954,33
145,1.225130912135629,PRUNED,0:00:00.898827,0.005481260465189331,57
146,0.0028946216105852334,COMPLETE,0:00:26.229400,0.005795297540705314,16
147,0.003032318860857224,COMPLETE,0:00:26.087416,0.006868496859931109,18
148,1.326471916179067,PRUNED,0:00:00.669464,0.00807806361921899,90
149,1.5520579751418984,PRUNED,0:00:00.791913,0.003908139078916999,76
150,0.0034069132320229175,COMPLETE,0:00:25.530079,0.006885616101289436,18
151,0.0035286723800336994,COMPLETE,0:00:14.030330,0.006970194040349993,45
152,1.6721449138449251,PRUNED,0:00:00.501661,0.006786493515982483,126
153,0.3188552318380037,PRUNED,0:00:01.647317,0.014516576174152775,68
154,1.368876735447895,PRUNED,0:00:00.744449,0.004868035037745991,69
155,2.0697572795968306,PRUNED,0:00:00.420431,0.008227871105364984,232
156,0.2835761716194225,PRUNED,0:00:03.039484,0.01446834195580095,44
157,0.003447561652332155,COMPLETE,0:00:11.783908,0.006613842318699776,57
158,1.2301855202813505,PRUNED,0:00:00.654889,0.008921498115283569,77
159,1.402895983571958,PRUNED,0:00:00.609056,0.006363787250759067,88
160,1.3049727792060504,PRUNED,0:00:00.577600,0.009945268217566734,94
161,1.2023878001058712,PRUNED,0:00:00.898058,0.00521444955427983,56
162,1.88476064888019,PRUNED,0:00:00.437783,0.007331223257262401,170
163,0.33638949223527326,PRUNED,0:00:01.186570,0.025156814285715964,82
164,1.23256923714909,PRUNED,0:00:01.297906,0.0020841267908517005,32
165,0.0036270086795963893,COMPLETE,0:00:30.296438,0.0019875110821158605,15
166,0.0028628003661113417,COMPLETE,0:00:23.095325,0.0031387464452927957,19
167,1.2892803251743317,PRUNED,0:00:01.014630,0.0031652369962281517,46
168,0.003103475262392712,COMPLETE,0:00:16.479357,0.004521383114361464,35
169,1.1318400253738286,PRUNED,0:00:01.100985,0.004030470112769411,40
170,0.0029977576205040017,COMPLETE,0:00:19.470692,0.005203141945736795,25
171,2.3194678219359948,PRUNED,0:00:02.019086,0.0003047562351540315,20
172,0.003733728154645871,COMPLETE,0:00:17.466891,0.004887550715553116,31
173,0.002744423527375498,COMPLETE,0:00:29.987047,0.004530150872789434,15
174,0.2662963908693603,PRUNED,0:00:10.487619,0.004635695475874091,10
175,0.0031218122902142843,COMPLETE,0:00:20.446689,0.004758430747914908,25
176,0.0030031061224221407,COMPLETE,0:00:13.554147,0.004377764052709152,36
177,0.13152003222708378,PRUNED,0:00:13.481625,0.009513403967030008,13
178,0.13899463053687988,PRUNED,0:00:09.252455,0.009498151837675866,14
179,0.002742471791920035,COMPLETE,0:00:25.638465,0.0033535038634517405,14
180,0.10438384500026868,PRUNED,0:00:24.245943,0.0026845211001774827,12
181,0.09838461199170838,PRUNED,0:00:17.897888,0.0028429517889707314,23
182,0.0031545843148278008,COMPLETE,0:00:34.348187,0.0028504366827951247,10
183,0.2198691688111571,PRUNED,0:00:04.048594,0.0034874734679464516,26
184,0.23193619803262575,PRUNED,0:00:05.258812,0.0030167642642544837,23
185,0.0027941874835094908,COMPLETE,0:00:19.050791,0.002697725369259871,25
186,0.29985308473985883,PRUNED,0:00:02.716879,0.0027565013350673135,25
187,0.25723572986112264,PRUNED,0:00:04.873670,0.0027175630446397404,25
188,0.2288923219061834,PRUNED,0:00:03.045014,0.00546550427300009,36
189,0.0034002062312001482,COMPLETE,0:00:19.050366,0.005984746206082698,28
190,0.11391976167840406,PRUNED,0:00:23.660080,0.007511636923787538,9
191,0.0031278182434988392,COMPLETE,0:00:24.253482,0.008203567079953795,19
192,0.16787850197495482,PRUNED,0:00:06.803724,0.007783126336547797,17
193,0.18563892764678178,PRUNED,0:00:11.738945,0.007930765290595977,9
194,0.003261527532059848,COMPLETE,0:00:21.760425,0.0037121865209030374,17
195,0.0035431127209906705,COMPLETE,0:00:50.322384,0.0038952139199958714,7
196,0.003102412756607867,COMPLETE,0:00:54.939935,0.0036724225844715877,7
197,1.1307580096561924,PRUNED,0:00:02.077514,0.0014890855870219153,19
198,0.14549637338551935,PRUNED,0:00:17.513535,0.012376492840366462,8
199,0.002824984357849434,COMPLETE,0:00:17.568445,0.003719636792927038,31
200,0.09840296873127122,PRUNED,0:00:11.662120,0.003759140884677663,30
201,0.0025366516488865426,COMPLETE,0:01:03.198228,0.003794043601232242,5
202,0.003092061522908565,COMPLETE,0:00:17.863694,0.0037479490173901787,30
203,1.883503420332412,PRUNED,0:00:05.865927,0.0001725321392817726,5
204,0.0030180290256970376,COMPLETE,0:00:14.989177,0.003514214594758593,29
205,0.0028773566839090576,COMPLETE,0:00:13.230337,0.013183568639640965,37
206,0.002951941612676978,COMPLETE,0:00:14.541956,0.005710677279492208,40
207,1.382255400949662,PRUNED,0:00:01.130305,0.002312493862768361,40
208,0.002880542230093927,COMPLETE,0:00:18.046321,0.005867118082589061,30
209,0.29058389367554527,PRUNED,0:00:03.678588,0.005582487543999545,22
210,2.0881830209340806,PRUNED,0:00:00.436320,0.004440897309340987,150
211,0.003265708419479555,COMPLETE,0:00:15.754845,0.005964755003748489,36
212,0.002817355714243584,COMPLETE,0:00:12.964905,0.012146970382785081,38
213,1.404509671401879,PRUNED,0:00:01.011310,0.0018807412746995134,36
214,1.0822046085907395,PRUNED,0:00:01.166232,0.0037885154842337617,37
215,1.2734591800046255,PRUNED,0:00:00.889210,0.003892878287355836,42
216,2.031563574974198,PRUNED,0:00:00.964470,0.0008347329691960886,37
217,0.0027339843070246497,COMPLETE,0:00:18.719845,0.005551552457407676,27
218,0.0034610250379845707,COMPLETE,0:00:13.978284,0.00579318494269,32
219,0.002894746390667766,COMPLETE,0:00:18.146833,0.006244251940391968,29
220,0.10867122272205845,PRUNED,0:00:07.537202,0.005589148607612417,30
221,0.2794935105864061,PRUNED,0:00:02.266904,0.006037150797776861,32
222,0.003591078352940678,COMPLETE,0:00:17.275885,0.01069714518240008,30
223,0.30364460233796275,PRUNED,0:00:02.476950,0.012956062402666084,28
224,3.6223064796034112,PRUNED,0:00:00.932046,6.113032739016829e-05,42
225,0.2888925799587429,PRUNED,0:00:01.889911,0.010107494216812047,39
226,0.31055283678991774,PRUNED,0:00:01.666777,0.010306086571757711,47
227,0.28674966503079,PRUNED,0:00:03.214305,0.010278416338675591,25
228,0.11573628074284732,PRUNED,0:00:06.150869,0.004841378902618858,28
229,0.10691250708570424,PRUNED,0:00:08.470104,0.004562291946762109,26
230,0.0031040291626246485,COMPLETE,0:00:16.847024,0.005242546085249757,26
231,0.278133696719963,PRUNED,0:00:03.099871,0.00477779612749566,24
232,0.0027857086262676693,COMPLETE,0:00:23.347259,0.0046764435711464285,20
233,0.0027050986912253213,COMPLETE,0:00:26.244716,0.005058240115141245,16
234,0.002594394229358293,COMPLETE,0:00:22.262544,0.004734574665359804,21
235,0.0027234520964925274,COMPLETE,0:00:18.789968,0.006768996422117267,21
236,0.0028034238480142922,COMPLETE,0:00:26.067374,0.007143462371454036,15
237,0.0026972688392481996,COMPLETE,0:00:22.449631,0.006324772848057582,20
238,2.0814040123030195,PRUNED,0:00:00.463279,0.006742936847891272,203
239,0.27336552201710435,PRUNED,0:00:03.290714,0.007365624013162941,20
240,0.09859684489098898,PRUNED,0:00:20.237047,0.0065815606954791024,14
241,0.2885640254452594,PRUNED,0:00:04.239796,0.0023841302795243463,15
242,0.003316512520182571,COMPLETE,0:00:25.259087,0.003176230971179931,14
243,0.2814745097813836,PRUNED,0:00:04.319892,0.004716949240801397,15
244,0.0029107125399539737,COMPLETE,0:00:28.182845,0.0031973803300549435,15
245,0.29490706725318544,PRUNED,0:00:04.810081,0.0060839861844097206,15
246,0.002979206284475764,COMPLETE,0:00:24.574709,0.006228360882579748,15
247,0.28927712160420704,PRUNED,0:00:04.905954,0.0031218774242635903,14
248,0.10518168000111339,PRUNED,0:00:11.477534,0.0031579643358022793,20
249,0.2784607587449522,PRUNED,0:00:03.477367,0.003548908088626487,21
250,0.00308493097537827,COMPLETE,0:00:28.836911,0.0033464063835339074,13
251,0.2590453186846641,PRUNED,0:00:03.546941,0.0032341425191120664,21
252,0.002803596160168991,COMPLETE,0:00:22.222007,0.006429472024125937,20
253,0.10253468324807434,PRUNED,0:00:12.745218,0.004386957004727,18
254,0.1442943501089691,PRUNED,0:00:05.623615,0.004550702130905059,20
255,0.2989739153788171,PRUNED,0:00:06.476269,0.004968164591722262,11
256,0.003017766602812067,COMPLETE,0:00:27.072335,0.00554457797532307,15
257,0.10584288928465348,PRUNED,0:00:22.584702,0.005735340350830385,9
258,1.8664653282165526,PRUNED,0:00:00.459656,0.006092492133786349,140
259,0.0028717636923073072,COMPLETE,0:00:24.002499,0.006701264307228813,19
260,0.002778001356835367,COMPLETE,0:00:18.295374,0.007991910373714634,22
261,0.003144915488573658,COMPLETE,0:01:29.928595,0.0023317115900313838,4
262,0.28033099028779324,PRUNED,0:00:08.599796,0.003949774046210561,7
263,0.2943702153502459,PRUNED,0:00:03.537113,0.0026441159067216377,21
264,0.0031324880306329355,COMPLETE,0:01:16.199057,0.002458268812564948,4
265,0.3117361621626741,PRUNED,0:00:15.925219,0.007173488632294787,4
266,0.0026925311414062077,COMPLETE,0:00:21.843362,0.004438454661043703,22
267,0.0026310119810400213,COMPLETE,0:00:18.185833,0.008119866796308871,23
268,0.00313949574258928,COMPLETE,0:00:20.745692,0.008399061429237756,23
269,0.27913895524586096,PRUNED,0:00:02.885797,0.006608690650303382,23
270,0.3199958409943008,PRUNED,0:00:17.773618,0.008386010603762897,4
271,0.14348606676627823,PRUNED,0:00:21.279708,0.008326228090261229,4
272,0.09863972998074302,PRUNED,0:00:11.126309,0.00831600790445891,23
273,0.10930969964292095,PRUNED,0:00:08.423474,0.00860763590552291,24
274,0.30224734898432193,PRUNED,0:00:03.171295,0.008505761997968105,21
275,0.29844799059701255,PRUNED,0:00:03.489437,0.008706676922632982,21
276,0.2979379702594805,PRUNED,0:00:03.461003,0.013343745634517568,19
277,0.30958986405498723,PRUNED,0:00:03.483852,0.012627155129521046,24
278,0.2726009959149935,PRUNED,0:00:03.791326,0.013449183082066088,20
279,0.20903207142037725,PRUNED,0:00:06.137662,0.0023090244874065815,11
280,3.7050176267371033,PRUNED,0:00:03.320307,1.1208217678735236e-05,11
281,0.002962648072900333,COMPLETE,0:00:33.521038,0.004298523942635746,10
282,0.00289399984054717,COMPLETE,0:00:34.868881,0.004467683133969504,12
283,0.002629971925378432,COMPLETE,0:00:30.069374,0.004183584939563815,11
284,0.002902719427837055,COMPLETE,0:00:38.236690,0.004189309474188991,10
285,0.9239851181933639,PRUNED,0:00:01.250934,0.004424169306707424,32
286,1.9267772804170646,PRUNED,0:00:00.525021,0.004096835792420583,117
287,0.2898469896789527,PRUNED,0:00:06.479033,0.002211665122316702,11
288,2.2617386002694406,PRUNED,0:00:00.349448,0.004468965998607574,188
289,0.2785383831249194,PRUNED,0:00:02.707434,0.004881320635461052,28
290,0.307968991209821,PRUNED,0:00:04.078451,0.010915048753439252,17
291,0.09303464364525703,PRUNED,0:00:14.800367,0.01027548497879219,27
292,0.29786808178787344,PRUNED,0:00:02.193833,0.007452344052628973,34
293,0.8895817653221243,PRUNED,0:00:01.346347,0.004072234346629454,27
294,0.2528016777953716,PRUNED,0:00:04.337274,0.0068576587226901855,16
295,0.11181245816888824,PRUNED,0:00:06.988304,0.0050806270054634,27
296,0.10230716394860882,PRUNED,0:00:12.636712,0.006712826759762564,18
297,0.10261030811053967,PRUNED,0:00:07.062220,0.006636019897740622,34
298,0.10811807562086537,PRUNED,0:00:20.129125,0.003849845193000007,8
299,0.003007199486909229,COMPLETE,0:00:22.997060,0.002837009700727135,17
300,0.0025333661413008044,COMPLETE,0:00:23.979605,0.003566409576307617,17
301,0.29426866921709804,PRUNED,0:00:04.348038,0.002638627555927556,17
302,0.0029456991224011157,COMPLETE,0:00:27.248987,0.003572554542546421,16
303,0.8711338908352503,PRUNED,0:00:02.097928,0.0026246360812489135,17
304,0.09691403126190147,PRUNED,0:00:15.264538,0.003552040151013232,18
305,2.2622844495891052,PRUNED,0:00:00.383456,0.0053297827573386925,216
306,1.1274775822658136,PRUNED,0:00:01.788707,0.001780632791803111,21
307,0.002772134209275669,COMPLETE,0:00:21.926775,0.0036252159297604195,21
308,0.9673846586307219,PRUNED,0:00:01.681143,0.0033028344555174477,24
309,0.2788371066058554,PRUNED,0:00:04.430857,0.005427682607275447,17
310,0.0031610501343323186,COMPLETE,0:00:33.555993,0.0034494720440992033,13
311,2.2858940813992477,PRUNED,0:00:00.461853,0.0034118253505390256,157
312,0.1414434443934854,PRUNED,0:00:10.904888,0.006528350018288285,10
313,0.3002655855383739,PRUNED,0:00:05.364175,0.00532955651302677,14
314,0.1202567216789518,PRUNED,0:00:11.580154,0.005450673526462092,13
315,1.4628673177628866,PRUNED,0:00:01.381551,0.0012002388670687523,26
316,0.002741337727200322,COMPLETE,0:00:20.746050,0.007297825446947501,24
317,0.26817033440857574,PRUNED,0:00:02.986622,0.0067920113800247735,23
318,0.10762714509936896,PRUNED,0:00:14.442269,0.004708922813525547,12
319,0.8994977407250057,PRUNED,0:00:01.157805,0.004800774631878524,31
320,0.0028151133604862365,COMPLETE,0:00:37.853700,0.003287333215912686,11
321,3.8285227889445292,PRUNED,0:00:00.431664,1.6647005778172252e-06,131
322,0.13319259532021754,PRUNED,0:00:07.865303,0.0036993332672515095,12
323,1.393307016705567,PRUNED,0:00:00.571902,0.009585126320440295,110
324,0.8423699561166681,PRUNED,0:00:01.428285,0.004824665860527598,30
325,0.24974625030260408,PRUNED,0:00:03.056613,0.0050910404785557885,28
326,0.8790074555333787,PRUNED,0:00:01.688400,0.004031176650372519,26
327,0.11541268723896436,PRUNED,0:00:07.597120,0.004004256788999052,23
328,0.11461956347479965,PRUNED,0:00:08.882273,0.008025440118899578,24
329,0.0026530454787645984,COMPLETE,0:00:22.075924,0.007826694149722292,23
