trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,lambda1_metaweight
0,0.00390773409313295,COMPLETE,0:01:25.246386,0.005601076301918448,6,46,38,45,0.5296538395021666
1,0.023231551528435326,COMPLETE,0:00:07.885425,7.1999873755072086e-06,212,29,28,34,1.494645554073442
2,0.01014898309768886,COMPLETE,0:00:09.200421,5.738733968162517e-05,176,45,20,32,0.673467113339009
3,0.02282662095031474,COMPLETE,0:00:12.461332,5.563555671104421e-06,80,49,55,27,1.362022051510435
4,0.013602941406265145,COMPLETE,0:00:09.854759,7.376678859940493e-05,215,32,44,32,0.9000720998963475
5,0.00907430229539463,COMPLETE,0:00:11.079688,5.186695656391064e-05,96,46,35,56,0.9773308271177162
6,0.004994391319839614,COMPLETE,0:01:27.201660,0.002266513701952785,6,39,28,28,0.9700107627206942
7,0.0052697572368977106,COMPLETE,0:00:09.169550,0.001206464799934472,129,25,39,45,1.2388480381519358
8,0.007436437894248424,COMPLETE,0:00:09.688781,0.00014374107522104854,163,39,59,46,1.1018529578480774
9,0.005569213910950536,COMPLETE,0:00:10.280381,0.0009928617203827064,95,60,50,30,1.4033955427404654
10,0.005002051361913266,COMPLETE,0:00:38.752554,0.0004221246301740269,14,26,47,53,1.2477773355775825
11,0.005147765288529553,COMPLETE,0:00:13.376819,0.0004994318634354227,63,31,28,21,0.8942003819978986
12,0.005103392271932243,COMPLETE,0:00:08.195665,0.007391871765075972,148,56,34,41,1.0957501482630074
13,0.005943893520897183,COMPLETE,0:00:11.917458,0.0002646435764500232,77,47,24,33,1.2112276764290228
14,1.7888835430145265,PRUNED,0:00:00.195368,1.700676759844688e-06,164,50,32,47,1.3330928718736101
15,1.7853327920471413,PRUNED,0:00:00.261376,1.3667335132464692e-05,94,55,44,50,0.5664816926753456
16,1.781532918965375,PRUNED,0:00:00.155744,8.06873061856298e-05,242,24,57,35,1.4899475575999137
17,0.0037272499691371405,COMPLETE,0:01:58.300710,0.0034234759801000793,4,22,49,21,1.1508686637787182
18,0.004575340232479343,COMPLETE,0:01:09.854891,0.005577159182545119,7,58,38,20,1.1542770261839335
19,1.1569480137712151,PRUNED,0:00:08.067446,0.0339085607339657,19,20,38,20,1.1575932242846814
20,0.007578506113910914,COMPLETE,0:00:25.442040,0.041440694063109164,24,37,24,20,0.778313917768288
21,3.9008975540789987,PRUNED,0:00:27.373755,0.022959915981610676,4,36,30,22,0.8220958575622433
22,1.1514530746560347,PRUNED,0:00:10.251806,0.016305946788239007,26,37,29,40,0.818854618988163
23,0.004680066190523029,COMPLETE,0:00:14.969994,0.004256310721139851,47,33,25,21,0.8053636058842385
24,0.004607895315499284,COMPLETE,0:00:09.030432,0.0030437523053194024,127,60,49,58,1.0619294000852606
25,0.005108513674422546,COMPLETE,0:00:08.242004,0.004855633209736597,139,60,48,58,1.0643712836071133
26,0.004876566957505507,COMPLETE,0:00:08.427616,0.0043897934849998245,134,55,47,60,1.0790006363792373
27,0.00436487226447564,COMPLETE,0:00:13.709916,0.0037273014461385473,49,27,49,59,1.0112889015706512
28,0.004629711159191812,COMPLETE,0:00:13.650976,0.0035513194290425413,53,26,34,53,0.9890994110476363
29,0.004899143194014735,COMPLETE,0:00:15.092953,0.0032974567213082903,49,42,52,53,0.9864510437171603
30,0.004776050026205948,COMPLETE,0:00:09.645144,0.0028527400323427087,119,54,53,60,1.0215624294781436
31,0.00426091577494481,COMPLETE,0:00:14.183038,0.0025612262433067795,50,43,53,54,0.9771172446619008
32,91.66080996661044,PRUNED,0:00:00.411287,0.08055937704430963,48,42,52,54,0.9618951886254822
33,0.005096969529911505,COMPLETE,0:00:15.784622,0.0018598798639858697,48,33,42,50,0.5997320185672712
34,0.004948060014671497,COMPLETE,0:00:15.543490,0.001590056229431405,49,20,43,52,0.9133132041306385
35,1.5267537505395952,PRUNED,0:00:00.262087,0.0011939206730777676,104,20,43,50,0.9063625600843317
36,0.6404466208289651,PRUNED,0:00:00.498083,0.01180468188317401,194,30,42,56,0.6954544693497587
37,0.004472228051201883,COMPLETE,0:00:11.722245,0.0016937015613528112,70,28,37,50,1.156366674667007
38,0.004702210583720275,COMPLETE,0:00:12.578707,0.0018010684680095758,64,27,60,50,1.1636049840812088
39,0.005204725759720766,COMPLETE,0:00:13.188660,0.002052196577585536,68,29,55,50,1.1731399774667703
40,0.00458005978521973,COMPLETE,0:00:19.977698,0.0014824737148083338,33,43,36,43,0.5599642613520178
41,0.3174976990442371,PRUNED,0:00:04.748746,0.009510699321679599,32,43,37,43,0.6832900958037748
42,1.5661255595358936,PRUNED,0:00:00.323926,0.0006605390397582592,73,42,38,44,0.5012275889212897
43,0.004911778714027035,COMPLETE,0:00:19.030006,0.009784348498015905,34,51,55,48,1.166811335797837
44,0.005155307544231459,COMPLETE,0:00:22.179197,0.011186459718208142,28,28,55,48,1.1623353449580316
45,0.4787536163569829,PRUNED,0:00:01.612878,0.010147067297025684,36,51,56,48,1.2925512156548782
46,1.7539785382698994,PRUNED,0:00:00.342580,0.00019527153094023287,66,44,36,37,1.1431349732418843
47,1.7506328051288922,PRUNED,0:00:00.370496,0.00021530529986372028,67,45,40,36,1.1834099851216207
48,0.0047370128654461285,COMPLETE,0:00:54.123588,0.0008703991727731668,9,28,40,24,1.163836145557142
49,0.005085418508249128,COMPLETE,0:00:44.122029,0.0009000672638096812,12,28,59,24,1.2801766855185708
50,0.0050833069513992,COMPLETE,0:01:02.579025,0.0006469916124673741,8,48,46,25,0.7386520415103105
51,0.0046821594650992265,COMPLETE,0:00:40.829765,0.006325124216571699,13,39,46,56,1.2507680950777138
52,0.004905102935473646,COMPLETE,0:00:42.600542,0.0007656117709660024,13,23,45,56,1.252432579615641
53,0.3645373278422587,PRUNED,0:00:05.510486,0.0007351499830470051,12,47,33,25,1.249922451657459
54,0.3776157520303171,PRUNED,0:00:06.239949,0.0007110864497384556,11,23,45,26,1.2905630026013166
55,0.005142919779673811,COMPLETE,0:00:10.380787,0.006055473319215651,81,23,45,56,1.0318346110884697
56,0.004783040103729645,COMPLETE,0:00:10.822084,0.00544713290750539,86,58,41,56,1.4116072817006697
57,0.5122594797611236,PRUNED,0:00:00.800854,0.018751226917130288,86,40,40,39,0.7391883810834581
58,0.004251885060293994,COMPLETE,0:00:17.454803,0.0013606420005846565,36,40,36,42,0.6181223891452506
59,1.5036529651760349,PRUNED,0:00:00.558879,0.0003859632882928856,38,48,31,42,0.5875839248415063
60,0.004110875582677643,COMPLETE,0:02:06.392775,0.0009991862544616228,4,35,36,45,0.5011782532529427
61,0.004680289819618064,COMPLETE,0:00:24.834482,0.0012279234560907584,25,35,37,45,0.5223949759648199
62,1.22571561586996,PRUNED,0:00:03.208294,0.03466775231411673,5,23,51,46,1.1262653055812089
63,1.1617929144622454,PRUNED,0:00:01.697787,0.029702604372807268,21,22,50,29,1.1072673685819925
64,0.004273679111769615,COMPLETE,0:00:31.575153,0.0023714622759824504,18,35,39,29,1.213792847750004
65,0.004989466302175907,COMPLETE,0:00:13.802825,0.002261028237228976,59,32,34,31,0.6301106435342754
66,1.5572159569542687,PRUNED,0:00:00.380250,0.0005181426643609951,58,36,34,32,0.502853239760996
67,1.2537290686267917,PRUNED,0:00:00.258297,0.0026487423425335214,109,25,49,38,0.8642030809000529
68,0.2225199366474281,PRUNED,0:00:15.458577,0.0011036371255209079,20,34,38,22,1.2110829867697093
69,1.239506585582806,PRUNED,0:00:00.478259,0.001164712187398864,41,34,37,41,0.6440980716719868
70,0.004489288983116535,COMPLETE,0:00:26.747136,0.002417533020598178,22,53,39,22,1.2208270843552775
71,0.004406499761433779,COMPLETE,0:00:27.017832,0.003945387114572049,22,31,38,22,1.2048240137079396
72,1.7816179052217682,PRUNED,0:00:00.808948,1.1912689189102704e-05,24,50,38,58,1.2159580632319829
73,0.00488847574783305,COMPLETE,0:00:16.428394,0.0035192888259539647,42,35,36,22,0.9415515198311772
74,0.004746779848586591,COMPLETE,0:00:28.188998,0.004083256638114688,20,53,53,52,0.9403242434294343
75,0.4598969302925409,PRUNED,0:00:01.445488,0.01555926192819517,42,52,53,45,0.947680499959749
76,1.5243334812777383,PRUNED,0:00:00.176624,0.003918311460690219,235,57,32,54,1.0388844159151243
77,0.26735849913444604,PRUNED,0:00:05.218177,0.0072689344250552014,29,21,36,52,0.5453173004278136
78,0.30329269612276993,PRUNED,0:00:05.078305,0.0074573731329357395,34,45,35,43,0.5579611179187234
79,1.261836504234987,PRUNED,0:00:00.425529,0.0014932126038811491,54,53,35,42,0.5618628616705762
80,0.0044688007450447076,COMPLETE,0:00:31.536404,0.002915971505060512,18,41,39,43,1.3478093262620572
81,0.004472323626562637,COMPLETE,0:00:29.317104,0.003299228924878508,19,38,39,40,0.8636554139417214
82,1.666580251285008,PRUNED,0:00:00.991091,9.566593472599833e-05,18,41,39,46,0.6040693029613613
83,0.004273668798386336,COMPLETE,0:00:30.477974,0.00230840913602511,18,41,42,28,1.3494586907304238
84,0.004613077191523266,COMPLETE,0:01:58.616525,0.00221742506021487,4,38,20,20,1.1200360822219937
85,1.4716431955958522,PRUNED,0:00:00.223094,0.002420974517092704,150,31,42,34,1.1994325913587411
86,0.004339800534613025,COMPLETE,0:01:54.928657,0.004519161203475554,4,37,53,27,1.3467468727916514
87,0.0040336098879717045,COMPLETE,0:01:39.611993,0.0032191315531369673,5,30,48,59,1.3529128850711005
88,0.004335212588464406,COMPLETE,0:01:57.503784,0.0027069189825806514,4,30,39,27,1.3205907751124655
89,0.005220228685630094,COMPLETE,0:01:35.864627,0.0018280646308188073,5,38,41,29,1.330921670007085
90,0.2574337643009048,PRUNED,0:00:05.034788,0.004679235587039392,29,25,43,27,1.3724420622045368
91,1.1840115177047836,PRUNED,0:00:00.462931,0.0018522472041574726,45,29,41,59,1.3285659021903728
92,0.46317985700269415,PRUNED,0:00:19.607826,0.008115558207617517,4,31,41,49,1.4652825423728988
93,1.795954803192749,PRUNED,0:00:03.793123,2.6527558470355418e-06,4,40,48,23,1.3354580760536334
94,0.004102747290296853,COMPLETE,0:00:34.576805,0.0029740195006448954,15,38,41,29,1.462785830810457
95,0.5384705876977882,PRUNED,0:00:03.224130,0.013175168247939746,16,46,20,29,1.397452533506319
96,1.7784198923271244,PRUNED,0:00:00.396733,3.661350309955719e-05,54,38,50,27,1.321432295796873
97,1.5399407498976763,PRUNED,0:00:00.182917,0.0025566972957103344,194,43,58,35,1.0852157967318559
98,0.4773086415625167,PRUNED,0:00:01.031834,0.00154176733706786,37,41,33,20,1.4381982958309467
99,0.0051016723263701755,COMPLETE,0:00:21.801585,0.005454292132570234,27,26,37,39,1.3083242792683742
100,0.25105201945356703,PRUNED,0:00:05.666916,0.005145154547046116,28,38,44,30,1.3664985508755305
101,0.004589055372805079,COMPLETE,0:00:36.555198,0.002917038429984301,14,44,39,28,1.4730012144035232
102,0.004628816496283906,COMPLETE,0:00:35.500195,0.003151208938368059,15,41,42,33,1.4745600941765664
103,1.0512467675594668,PRUNED,0:00:01.734076,0.0002962463744214868,10,37,54,26,1.4909278363609657
104,1.106556681888317,PRUNED,0:00:01.470493,0.0004734539792947539,12,39,35,33,1.1165435682592846
105,0.0048440396510502325,COMPLETE,0:00:20.534585,0.001852126886854407,33,33,47,21,1.2693862744748141
106,0.004421596662671819,COMPLETE,0:01:02.374580,0.001000009828935901,8,44,49,59,1.449176604804842
107,0.004563273706819405,COMPLETE,0:02:04.334820,0.0013028794418075054,4,44,48,59,0.5290624051889676
108,0.004824158267522308,COMPLETE,0:00:59.389829,0.003889964955886017,8,36,44,57,1.4304201024925796
109,0.004828267146299302,COMPLETE,0:01:01.303974,0.001399567458022103,8,36,48,60,1.4241199027935205
110,0.004039490135891435,COMPLETE,0:01:55.616774,0.0012475641629654712,4,36,51,60,1.3841454828505766
111,0.0043213849271392145,COMPLETE,0:01:00.920746,0.0013733456070630407,8,36,52,59,1.4181237151770474
112,0.3330413487111153,PRUNED,0:00:05.313187,0.0013073492125142275,9,36,51,57,1.4177063557909908
113,0.9456337835306323,PRUNED,0:00:00.752131,0.0009575627219764403,25,35,56,60,0.5212157789250129
114,0.4280324435945767,PRUNED,0:00:02.124777,0.00862860067013276,16,40,46,59,1.3726274591696905
115,0.24705118409433618,PRUNED,0:00:14.087776,0.0062013374096737345,9,37,49,28,1.3918358351314915
116,0.004667921709760287,COMPLETE,0:00:54.366885,0.006090798960065467,9,37,52,31,1.3902865910090303
117,0.0038612908553830594,COMPLETE,0:00:54.870926,0.0041416831693488155,9,42,52,31,1.4388206788437707
118,0.004938749351070922,COMPLETE,0:00:36.475326,0.004531979796449773,15,27,52,30,1.0145962434870213
119,0.004162905523569134,COMPLETE,0:00:34.949325,0.0048097676972115805,15,30,48,30,1.3032009996732155
120,0.24202646040797826,PRUNED,0:00:08.569375,0.004749787023833213,16,27,54,30,1.2992096353199718
121,0.004371896377196146,COMPLETE,0:00:33.872497,0.0021396650426150805,16,34,51,31,1.3947243193269523
122,1.1537619429091885,PRUNED,0:00:00.824897,0.0005856880006444261,22,34,52,26,1.4000799072414543
123,0.8410764657534086,PRUNED,0:00:00.639109,0.0023111483355417496,31,32,52,31,1.346711607801175
124,0.39738402569945525,PRUNED,0:00:02.627679,0.0008539309275246598,13,39,40,25,1.3831075493863105
125,0.004313909686353234,COMPLETE,0:00:37.116540,0.0020408845949803724,14,39,40,25,1.2738200148613843
126,0.21119412140392546,PRUNED,0:00:11.368399,0.0020052796746124393,24,42,51,54,0.5326969663526877
127,0.20740863558437142,PRUNED,0:00:11.640070,0.0020150104259934005,23,42,51,55,0.5851203864950472
128,0.0037869765007153503,COMPLETE,0:02:01.222215,0.003123475913422512,4,42,54,28,1.3483780278912452
129,0.25927309413321065,PRUNED,0:00:24.191985,0.0031202027388325935,4,40,53,28,1.4589609399921393
130,0.29395750601439785,PRUNED,0:00:03.682762,0.003163121070864029,19,30,50,29,1.265449748098718
131,0.257415954555784,PRUNED,0:00:05.746698,0.003153429024363873,18,40,48,32,1.2707186783202702
132,1.0466206207419886,PRUNED,0:00:00.520429,0.0014234890201160028,39,46,54,28,0.6473610609322824
133,0.39221105274072915,PRUNED,0:00:01.238762,0.002745993855294382,30,43,48,24,1.4580826108252736
134,0.003968423055927788,COMPLETE,0:00:38.908421,0.0076507944300246164,13,33,36,41,1.3145377515294374
135,0.004670513854685454,COMPLETE,0:01:58.977332,0.0011777034242834254,4,33,36,44,1.2357558795162675
136,0.0042271513445864125,COMPLETE,0:01:57.951010,0.003778201471496315,4,32,36,42,0.5083748735204446
137,1.141235666710939,PRUNED,0:00:01.377616,0.0003726887091576538,12,39,43,44,1.2279802136278835
138,0.004547413788579709,COMPLETE,0:01:34.900109,0.0011706998683067224,5,32,40,28,1.3152260620356964
139,0.9143966034597714,PRUNED,0:00:00.729851,0.0011173741574428168,26,30,40,47,1.3010913343810775
140,0.004901413722584138,COMPLETE,0:00:47.777231,0.006723571082726086,11,44,38,25,1.3586432689021486
141,0.004658563741105651,COMPLETE,0:00:43.078847,0.0015822116278807559,13,32,38,25,1.3154792711715804
142,0.3770415159124954,PRUNED,0:00:01.621038,0.0017283208285974335,21,32,50,58,1.356012593455854
143,0.2974919956623859,PRUNED,0:00:04.613821,0.003764459022083868,14,35,37,51,1.4949858006445442
144,0.2903697164856816,PRUNED,0:00:05.800206,0.007115526298747171,11,39,47,57,1.184924820614589
145,1.1247771776730742,PRUNED,0:00:00.585081,0.0007248256625191235,32,42,38,42,0.7094439314923582
146,0.8720134769142027,PRUNED,0:00:00.909437,0.0010993139799815187,19,41,41,45,1.240440151599831
147,0.2555720944161693,PRUNED,0:00:08.622085,0.0024234565763172245,11,36,36,26,0.5005906167141558
148,0.29444893077595236,PRUNED,0:00:06.346695,0.011546791594645485,10,33,35,41,1.4157213366356032
149,0.4741692177172917,PRUNED,0:00:01.452239,0.009082492454232432,24,33,34,41,1.3103793312876753
150,0.7951284382982748,PRUNED,0:00:01.759669,0.012025075537001396,9,35,36,39,1.4174264598542436
151,0.004239452590614834,COMPLETE,0:00:31.071663,0.005490084827752682,17,34,36,38,1.2816716009735458
152,0.24381167765091113,PRUNED,0:00:09.193057,0.0053455649186223446,18,38,37,40,1.2832296293452992
153,0.9289717214263004,PRUNED,0:00:00.553078,0.0016554584028684247,35,34,33,37,0.7931749297390063
154,1.1422563073811707,PRUNED,0:00:00.229224,0.003922651384360549,121,43,55,30,1.3512566209410497
155,0.37205676689911005,PRUNED,0:00:07.532230,0.0073214143094045316,4,37,38,58,1.443885415198091
156,1.1855824907929982,PRUNED,0:00:03.418361,0.018056007909322408,5,35,50,44,1.3712378753508587
157,0.8652068572005762,PRUNED,0:00:00.745485,0.020379776965741798,26,37,49,44,1.436098162406747
158,0.00620472384661573,COMPLETE,0:01:34.606510,0.0025588896896537243,5,29,39,44,1.3269750004433454
159,0.005020683590575916,COMPLETE,0:02:01.780036,0.002442012273692287,4,29,40,27,1.329758385096898
160,0.004677781870845036,COMPLETE,0:00:35.611480,0.0026281458671879383,16,30,40,27,1.3228947396614665
161,0.25409313788016635,PRUNED,0:00:05.928782,0.004701095937401212,17,47,36,37,1.252276159287189
162,0.0037902856144634896,COMPLETE,0:00:32.980074,0.0035773118642685228,16,36,35,60,1.2940617602805786
163,0.0051249479419958185,COMPLETE,0:00:27.502105,0.003574588672181573,22,36,35,29,1.2896815798310681
164,0.00418293367610446,COMPLETE,0:00:25.902665,0.0038297801061177718,23,41,54,34,1.3441200836881024
165,0.00427158863166565,COMPLETE,0:00:26.054552,0.003981018147472445,22,45,54,29,1.2756339512584574
166,1.4629084849968934,PRUNED,0:00:00.216215,0.0038077815600939717,167,34,34,60,1.286593565739495
167,0.004200321954319975,COMPLETE,0:00:25.462536,0.004844143211919956,22,48,32,33,0.6148648128883722
168,0.0038746316968140413,COMPLETE,0:00:55.646742,0.005356714716612907,9,33,36,42,0.537733063349176
169,0.004353796649393319,COMPLETE,0:00:27.192915,0.0057678899705969145,22,49,35,40,0.5837868183301477
170,1.4633421622789824,PRUNED,0:00:00.184939,0.0057975643455717395,256,45,56,42,0.5072238452915846
171,0.003715051153070744,COMPLETE,0:00:57.246895,0.0044286651008713755,9,31,37,40,0.5739703862596657
172,0.005679540987124171,COMPLETE,0:00:51.446444,0.004842479340129746,10,41,32,35,0.5404270046880728
173,0.004369654363478834,COMPLETE,0:00:21.148626,0.0053310625968187005,29,43,54,34,0.5477824807892895
174,0.2517775054853242,PRUNED,0:00:03.793888,0.005361958528344888,29,42,27,34,0.5373552795561554
175,0.2460657039031326,PRUNED,0:00:08.724897,0.008353828723085767,13,50,31,32,0.626673255821921
176,0.26392140685051096,PRUNED,0:00:10.588236,0.008624836539515712,9,41,30,35,0.603617538615339
177,0.004043596049164692,COMPLETE,0:00:53.868986,0.004242925848088261,9,29,33,35,0.5458514568776138
178,0.004984893054223758,COMPLETE,0:00:54.150364,0.004201501255910098,9,46,55,35,0.848582553816992
179,0.005940711598802749,COMPLETE,0:00:53.237562,0.004340911851269786,9,45,55,35,0.61344608142991
180,0.7163913807058646,PRUNED,0:00:00.870636,0.004657415771460249,21,46,57,38,0.6682015766236244
181,0.7747338785864841,PRUNED,0:00:00.531152,0.0033891347460800877,37,48,33,33,0.5723275955647827
182,0.3048589095172022,PRUNED,0:00:04.861315,0.004282174766537413,10,45,54,31,0.5243186962374126
183,0.5245852439484119,PRUNED,0:00:05.535660,0.006846758772224611,15,31,55,47,1.3809709874943077
184,0.3509092141850656,PRUNED,0:00:01.367207,0.0033003909458618865,27,47,53,42,0.8512652370370077
185,0.004197714740997476,COMPLETE,0:00:55.517767,0.004321770792811991,9,44,32,32,1.3405388011564168
186,0.004420423320957967,COMPLETE,0:00:55.941599,0.007065924333567152,9,33,32,43,0.5612674336682946
187,0.24588202088050645,PRUNED,0:00:23.579084,0.002965293892309444,4,33,35,43,0.5637871560736246
188,0.004313853728544243,COMPLETE,0:00:38.483936,0.004241826487108234,14,34,37,43,0.5704066202364156
189,0.38553155754126756,PRUNED,0:00:02.463670,0.010508434579319784,14,33,37,41,0.5506394170257706
190,0.2505192970799034,PRUNED,0:00:12.339130,0.00647981751568265,8,31,35,38,0.5785521230283782
191,0.1907680378192001,PRUNED,0:00:19.135964,0.0040721042062688,17,34,37,39,0.5157776905237463
192,0.936095270706492,PRUNED,0:00:03.574423,0.01501928432758598,9,32,34,36,0.6087692152338862
193,0.34914294511794003,PRUNED,0:00:02.434873,0.014277658202476845,14,30,34,32,0.5175486243668348
194,0.2765132504165488,PRUNED,0:00:04.026875,0.0076761725414319715,17,32,34,39,0.5053242150540287
195,0.004184702660656642,COMPLETE,0:00:32.994726,0.007380528182230701,17,31,31,39,0.6181304651941449
196,0.004024683541170208,COMPLETE,0:00:30.730436,0.006713900824869038,18,28,31,40,0.5152231839287357
197,0.005290677562334096,COMPLETE,0:00:29.922955,0.006831570740165537,18,34,31,33,0.5498831815243717
198,1.1922483645952664,PRUNED,0:00:00.270820,0.0033344931871225458,100,31,36,41,1.0509914538859748
199,0.004201294256668857,COMPLETE,0:00:33.982081,0.005786830414850419,16,28,37,33,0.5652557407730805
200,0.21401634213386797,PRUNED,0:00:13.111175,0.005976870506742252,14,29,32,40,0.5518103682436853
201,0.252614805370495,PRUNED,0:00:21.010727,0.005799975269674297,4,24,33,40,0.5558117977079943
202,0.005488627671550131,COMPLETE,0:01:01.144663,0.0058447195813423145,8,21,31,33,1.342310129487468
203,0.2966798872618494,PRUNED,0:00:11.945947,0.005837423693693706,4,29,30,33,1.3398823345699755
204,0.004388157476353134,COMPLETE,0:00:29.934743,0.005441169739659138,19,35,31,33,1.349795210530968
205,0.3256638996618548,PRUNED,0:00:07.773915,0.009890063002827547,4,31,30,33,0.5333867537586824
206,0.4755727536280455,PRUNED,0:00:07.554677,0.009392458911370789,4,31,29,32,0.5320526251749035
207,0.33437834967711794,PRUNED,0:00:04.047397,0.00955023628712023,8,28,30,32,0.5304268807706862
208,0.6831849545055295,PRUNED,0:00:00.894199,0.0095946749573421,20,31,30,38,0.5239792253632993
209,0.004912746871621606,COMPLETE,0:00:45.580421,0.005017975995310217,11,28,33,40,0.53803360110705
210,0.004317861888896171,COMPLETE,0:00:43.435812,0.009742228374331722,12,28,31,36,0.5361806211507841
211,0.27493351353193396,PRUNED,0:00:05.354708,0.009963246140099895,12,28,32,32,0.595582281391695
212,0.2516201360345776,PRUNED,0:00:06.889929,0.0031502895000944946,12,27,29,31,0.5031179211613372
213,0.0051067136284751995,COMPLETE,0:00:48.161785,0.0034615556822583863,10,26,32,36,0.5873329452142366
214,0.004644630686093458,COMPLETE,0:00:45.195574,0.0032785623187215366,11,27,32,31,0.5834186331967424
215,0.7577204444046531,PRUNED,0:00:00.792999,0.003411670824445285,23,21,31,34,0.5005200530026633
216,1.3333773450417952,PRUNED,0:00:00.189613,0.004873735151923347,197,27,33,31,1.3622853403744197
217,0.004383550625025865,COMPLETE,0:00:45.575981,0.003029410085552235,11,30,31,36,0.5805388179802519
218,0.30166272923392073,PRUNED,0:00:02.907647,0.0048974672845629496,18,28,36,41,0.5867622568731058
219,0.2972654348878718,PRUNED,0:00:04.145440,0.00772082116883607,12,30,32,36,1.305849890108482
220,0.6556015386736604,PRUNED,0:00:00.922872,0.005149637967648218,19,29,37,39,1.350754073873728
221,0.004822036900120189,COMPLETE,0:00:46.379062,0.003736167034129545,11,32,36,37,1.3409335887402214
222,0.004688618209207596,COMPLETE,0:00:57.847265,0.0037249164221573685,9,32,35,30,0.5706398429383023
223,0.2563840214678696,PRUNED,0:00:08.338650,0.003775003269194183,10,26,36,30,1.4735825182932987
224,0.6860472995947308,PRUNED,0:00:00.740300,0.003753445408250081,25,30,36,60,1.3788226535210475
225,1.354726359896038,PRUNED,0:00:00.218210,0.0028983008973264258,140,32,35,30,0.6510163170192643
226,0.2672500757090666,PRUNED,0:00:04.701722,0.004197280371068877,14,32,36,40,1.2963505426278246
227,0.003955050929042664,COMPLETE,0:00:35.564932,0.0073097660542147756,15,26,37,34,0.5787282995879867
228,0.004452876691934127,COMPLETE,0:00:33.636659,0.004057707297284925,16,26,36,42,0.6019959774680483
229,12.99006004163197,PRUNED,0:00:00.785490,0.084402526232557,23,40,38,42,1.4760459299592745
230,0.19328907172045998,PRUNED,0:00:34.538440,0.006958057825472852,8,26,36,42,0.6274089316957154
231,0.6687446876808449,PRUNED,0:00:01.006675,0.007266515822160256,17,30,36,42,0.6359540758351295
232,0.2963204744552809,PRUNED,0:00:03.149981,0.007174131812148977,17,42,37,42,0.6281633132964098
233,0.004482862714778695,COMPLETE,0:00:33.012678,0.0024499185087660433,16,35,37,41,0.6261071508625997
234,0.3828274718906781,PRUNED,0:00:07.899109,0.006417578100928874,4,42,46,41,1.1408215753401474
235,0.004024986439196385,COMPLETE,0:02:02.699098,0.002516553299450931,4,48,35,37,1.3250924971136966
236,0.7721559834387516,PRUNED,0:00:00.748906,0.0023005631813753946,25,35,35,37,0.6153634448911106
237,0.26708473640947533,PRUNED,0:00:08.202351,0.004636985179568687,8,48,34,34,1.331752267320921
238,0.8115430881197636,PRUNED,0:00:00.652173,0.00259432263879656,31,49,51,59,0.760511631202786
239,0.004712837565084082,COMPLETE,0:00:33.833688,0.00453787817946114,16,44,52,34,0.670159212800241
240,0.6496403744787126,PRUNED,0:00:01.129431,0.002124651783200296,16,44,53,49,0.5631602856783391
241,0.6335680275623288,PRUNED,0:00:00.817056,0.004649234284578448,23,40,52,60,0.5192485791142474
242,0.004218683230123406,COMPLETE,0:01:57.980780,0.0027363028649537574,4,43,53,39,1.3083309919075317
243,0.004825577924633579,COMPLETE,0:02:05.040454,0.002727045112007102,4,43,53,39,0.9201389009302267
244,0.003960421762496779,COMPLETE,0:00:33.492826,0.0063330178409989725,16,29,38,34,0.6178271189360823
245,0.2975792042781195,PRUNED,0:00:06.838739,0.006282218270941107,7,29,37,34,1.305872427980193
