trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,lambda1_metaweight
496,0.5678419174062805,PRUNED,0:00:02.075139,0.0017924405857067843,8,46,34,31,0.5779588111358376
497,0.31946345365340656,PRUNED,0:00:07.752783,0.0016060042761439127,4,28,34,30,0.5763287523971488
498,0.3060801720726831,PRUNED,0:00:07.933566,0.0017016420345693467,4,27,35,42,0.5520557026982411
499,0.6448608597258588,PRUNED,0:00:01.178002,0.00193784971954866,15,28,35,30,0.5517369554162501
500,1.7640892424589374,PRUNED,0:00:02.046914,1.9264832170412414e-05,8,27,35,45,0.558297852816387
501,0.7735635048034144,PRUNED,0:00:01.005406,0.002431853855361456,18,30,50,30,0.5242821763097741
502,0.6383805637683521,PRUNED,0:00:01.011571,0.002344501458607288,18,30,49,42,0.5196398927416943
503,0.6282255788925688,PRUNED,0:00:01.341450,0.0020352666568119442,13,34,30,32,1.4547329071785793
504,0.2103540790197787,PRUNED,0:00:10.735509,0.003067581204481037,12,35,37,32,1.4537579953048536
505,0.5834814692889132,PRUNED,0:00:01.395605,0.0029993091604063726,12,37,30,33,0.5823666929350908
506,0.005167957261674282,COMPLETE,0:00:50.460142,0.003099006581086835,10,23,37,46,0.6317874850623347
507,0.7026667583013783,PRUNED,0:00:01.856362,0.0009682142722118907,9,33,46,60,0.5322126196156848
508,0.3146179524502006,PRUNED,0:00:04.037362,0.007255513605043815,8,22,36,48,0.6195686660549388
509,0.9091727995974386,PRUNED,0:00:00.410126,0.010915384431316184,55,32,47,31,0.5457224594865113
510,0.7049683173779051,PRUNED,0:00:00.756120,0.0029624283355968077,26,31,37,33,0.5754142368136796
511,0.27795175086090335,PRUNED,0:00:11.429593,0.0063501641475603,15,35,37,54,0.5529317057615396
512,0.6076195515643538,PRUNED,0:00:00.853140,0.006580408285812689,21,26,36,29,0.5496851688398028
513,0.3195025901763867,PRUNED,0:00:02.249863,0.00905005406493884,15,28,49,40,0.6332252114933631
514,0.5706954213743044,PRUNED,0:00:01.989283,0.004862613791883344,8,36,34,60,1.4123801249249048
515,0.3189794425578678,PRUNED,0:00:03.517651,0.005475136567789041,9,29,44,21,0.5003331557329674
516,0.6985163391424866,PRUNED,0:00:01.055497,0.0068364193756206065,17,23,51,58,0.5191628502922184
517,0.6268779984375342,PRUNED,0:00:01.828191,0.0023415731103189254,9,29,44,38,0.5012368988698778
518,0.1891936709900864,PRUNED,0:00:29.902656,0.002333588320220124,9,39,44,54,1.3945355083049158
519,0.2098749183665771,PRUNED,0:00:30.488010,0.002259735724538956,4,44,36,55,1.3925366652740734
520,0.004416328630240662,COMPLETE,0:01:53.005995,0.002401826908768715,4,39,35,59,1.3743480808377946
521,0.004473610092074376,COMPLETE,0:01:56.032967,0.0023123326419259506,4,39,35,54,1.3763624267949706
522,0.003819657030021183,COMPLETE,0:01:59.880776,0.00220359105572037,4,39,35,47,1.3872487775546407
523,0.004056515058558944,COMPLETE,0:01:56.114077,0.003546222549527631,4,37,35,36,1.428061533998557
524,0.0036647730913050057,COMPLETE,0:01:55.514156,0.00334159145590041,4,48,36,46,1.3655517165490703
525,0.8886153355301151,PRUNED,0:00:01.318934,0.0011340752683832599,13,49,35,57,1.3771769545411034
526,0.005538933375414887,COMPLETE,0:01:58.727008,0.0036188358703932388,4,38,35,58,0.5982283346339843
527,0.27214397500926724,PRUNED,0:00:11.369257,0.0035985253333074645,4,21,56,47,1.367965028150708
528,0.28047583357965666,PRUNED,0:00:11.949956,0.0034991433798486626,4,22,39,55,1.367548622257823
529,0.004723421562771012,COMPLETE,0:01:56.143595,0.002571892551923746,4,24,38,54,1.3527722132155535
530,0.689193115513093,PRUNED,0:00:01.356229,0.0025945208487698013,13,22,38,51,1.3453798919449405
531,1.344776062332854,PRUNED,0:00:00.255216,0.0027691911358434886,132,21,38,57,1.4131411795857647
532,1.671271390385098,PRUNED,0:00:00.188016,0.0021779945834254064,240,24,57,50,1.4221282098826038
533,0.6966086934256998,PRUNED,0:00:00.939473,0.0036754014705064086,20,27,38,59,1.2335613330823743
534,1.4919060779872302,PRUNED,0:00:04.015256,0.04719859162527121,4,21,53,25,1.2632671702301788
535,1.1476586691120214,PRUNED,0:00:00.274453,0.004799107400850136,113,26,39,59,1.4340082821948168
536,0.5887648062969026,PRUNED,0:00:01.361848,0.003486571383597705,13,23,36,49,1.284214651088744
537,0.6055631517988294,PRUNED,0:00:01.882077,0.002662459461569326,9,25,52,36,1.304064923984607
538,0.6925272319972868,PRUNED,0:00:00.971993,0.012847977440166525,19,47,27,51,1.361580657789622
539,0.32130133220056073,PRUNED,0:00:08.028643,0.008370838993668151,4,26,28,40,1.3815447791156197
540,1.1150053528638986,PRUNED,0:00:00.281494,0.004744998825607554,99,40,37,52,1.0426032793709514
541,0.6259460611216123,PRUNED,0:00:01.247804,0.0020447123053211063,14,38,38,56,1.4788816984727393
542,0.6750694220816648,PRUNED,0:00:01.231838,0.0019178571347221913,14,27,26,54,1.3293329156521534
543,0.6746719082969636,PRUNED,0:00:00.791769,0.003525927061246872,25,57,56,52,1.3185850801250256
544,0.004155676978443256,COMPLETE,0:00:47.460824,0.005494919548166273,11,27,36,43,0.5355160106511485
545,0.31534777903089334,PRUNED,0:00:03.403562,0.0054195208786720584,9,27,36,58,0.5299853985928785
546,0.004567566654677597,COMPLETE,0:00:49.546145,0.005339457611633688,10,20,50,44,0.5337575967345576
547,0.774697894072221,PRUNED,0:00:00.829080,0.0039223266756358765,21,23,37,41,0.69385728247238
548,1.400090238615258,PRUNED,0:00:01.461658,0.00013942357221066252,11,20,50,43,0.5343020592516674
549,0.6528274359839472,PRUNED,0:00:01.036333,0.016053461999428118,16,25,55,37,0.7901015767516798
550,0.6315691009873435,PRUNED,0:00:03.420073,0.008639442793397217,9,46,52,44,0.5946954489816083
551,0.5661042808261636,PRUNED,0:00:02.063357,0.008827980283105566,8,40,35,47,1.3489900382861462
552,0.7379580081946001,PRUNED,0:00:01.655024,0.001696526959918665,10,41,36,49,1.3596367249610601
553,0.5968202684181342,PRUNED,0:00:03.779076,0.0014031078198505512,4,41,36,50,1.3990831958925958
554,0.3196252185948759,PRUNED,0:00:07.872790,0.0015566432169956904,4,24,37,46,1.383328626163201
555,0.31099494231185165,PRUNED,0:00:07.403671,0.006379737216567579,4,27,32,46,1.3965677826049254
556,0.30396350170550895,PRUNED,0:00:03.630896,0.006868616536053609,9,28,54,48,0.7291875454401143
557,0.6656453668125974,PRUNED,0:00:01.344877,0.0028532923431051926,12,45,34,48,1.3572580639448473
558,0.6637752664233991,PRUNED,0:00:01.347899,0.0029908781326390675,13,42,38,48,1.3425274735667274
559,0.2233653840474525,PRUNED,0:00:06.102997,0.004660990310280223,16,44,38,20,1.015188471879105
560,0.27666242597891416,PRUNED,0:00:06.170840,0.0047175308260982525,8,26,51,47,0.542084768122066
561,0.004039874996245936,COMPLETE,0:00:59.060362,0.005164460813665,8,48,31,44,0.5422804474049878
562,0.5709224043420955,PRUNED,0:00:02.057659,0.011235918389239164,8,48,31,36,1.3082739605427849
563,1.4681031627039756,PRUNED,0:00:00.195824,0.0060643433981417295,209,48,36,45,1.2523208065019436
564,0.662026983474483,PRUNED,0:00:00.998305,0.0025479048582368845,18,43,33,35,0.5589557951510505
565,0.5891433385563817,PRUNED,0:00:02.003572,0.0018573183578441481,8,48,58,47,1.3967273827998397
566,0.560860124241519,PRUNED,0:00:02.046347,0.001828804589358116,8,49,37,47,1.3873735273109529
567,0.3144464433833419,PRUNED,0:00:07.682733,0.0018303427516353475,4,50,37,47,1.358110166341367
568,0.3085118015232968,PRUNED,0:00:07.540904,0.0026924735016307915,4,50,23,46,1.340596179501443
569,0.004341258583098835,COMPLETE,0:02:01.138762,0.002825790642355841,4,49,40,53,1.3607244149316504
570,1.6432272037908213,PRUNED,0:00:01.405488,7.148288617822115e-05,12,50,36,44,1.3529021536091304
571,0.7103727013846628,PRUNED,0:00:01.255941,0.0028316287056233138,14,22,21,46,1.344946269291574
572,0.5999594996815268,PRUNED,0:00:01.342354,0.00278103744575489,13,47,40,46,1.3301686202157195
573,0.31438196497733023,PRUNED,0:00:02.798341,0.004942981032384021,12,47,36,53,1.4062089194977356
574,0.3139759308773361,PRUNED,0:00:03.002193,0.005041462164380575,11,47,39,39,1.3726870067095747
575,0.6094416242023433,PRUNED,0:00:00.909960,0.005162663706595286,20,47,25,53,1.3733431969948358
576,0.3105472988065551,PRUNED,0:00:03.583855,0.003743440349349034,9,46,36,39,1.4055165842891406
577,0.004305289407737899,COMPLETE,0:00:55.829126,0.003838455674693856,9,32,38,48,1.0884061450059284
578,0.6849478828528571,PRUNED,0:00:01.024989,0.0037912994081433613,17,40,37,42,1.3223726531712254
579,0.30236685827170334,PRUNED,0:00:03.952954,0.006415063653880043,8,45,38,45,1.0924648720714734
580,0.8606639501324403,PRUNED,0:00:03.911604,0.007947854664441664,4,48,50,45,1.3269797360953293
581,0.7609817385673523,PRUNED,0:00:00.654572,0.007245953331874489,31,48,50,45,0.9941048705118752
582,0.3204908377141837,PRUNED,0:00:08.057417,0.0022116747475018315,4,32,38,45,1.2875309516423783
583,0.7211982657852238,PRUNED,0:00:00.836912,0.002254989119700353,22,49,52,48,1.29650134172244
584,0.7267479852906296,PRUNED,0:00:00.811784,0.002312865157129891,23,49,53,48,1.2994232471821616
585,0.6206636226997173,PRUNED,0:00:01.034015,0.0032198767732782387,17,32,49,60,1.284610491676302
586,0.699438392967727,PRUNED,0:00:01.079376,0.003077277641125102,16,33,48,60,1.3655932665370571
587,0.3279801179767397,PRUNED,0:00:07.813666,0.010642469040978094,4,42,37,57,1.354296476609545
588,0.3233635872138541,PRUNED,0:00:03.997108,0.010336759041957654,8,25,37,40,1.389602699039924
589,0.5754297021335713,PRUNED,0:00:03.896484,0.010698368570772337,4,42,38,41,1.3908996033986492
590,0.31490318806538103,PRUNED,0:00:04.064426,0.003942038151003889,8,25,56,40,1.124768413397322
591,0.21788408683660704,PRUNED,0:00:09.135965,0.004255671895918235,15,43,35,38,1.3160308096484972
592,0.24418687390450813,PRUNED,0:00:04.472872,0.0041354666844480754,16,24,35,39,1.3138564693981827
593,1.3412313083323038,PRUNED,0:00:00.233855,0.0046477569449970306,160,28,35,39,0.611195464692517
594,0.6623478085543979,PRUNED,0:00:01.097920,0.004004126399827158,16,26,28,38,1.4201458278904615
595,0.5698446300757792,PRUNED,0:00:01.211390,0.007041692626937048,15,22,36,47,1.1974254717128152
596,0.6789257968606254,PRUNED,0:00:01.306953,0.001509688171972489,13,41,46,49,1.330572415946354
597,0.6684081272209343,PRUNED,0:00:01.652567,0.0015820006669454128,11,33,51,41,1.2661078188287966
598,1.0616002540065819,PRUNED,0:00:00.304215,0.0033205655328500134,89,33,47,59,0.515982515035446
599,1.1403718971940753,PRUNED,0:00:01.544436,0.0002636071460132681,11,43,39,41,0.581844427198058
600,1.1975220786488574,PRUNED,0:00:00.712967,0.018416499199977333,28,31,39,41,1.3722672807721552
601,1.1195839767048998,PRUNED,0:00:00.326319,0.0026768276854877513,79,51,51,22,0.574900539126438
602,0.6659598794637942,PRUNED,0:00:00.998975,0.0026680743033656797,21,51,55,46,0.5825720652871946
603,0.5792470759426067,PRUNED,0:00:00.888410,0.006504611332314995,21,39,37,56,0.5926017880523841
604,0.679361453048544,PRUNED,0:00:00.929434,0.008279868193191861,21,39,29,59,1.341075005847793
605,0.32064364875340895,PRUNED,0:00:07.690941,0.00826582238626458,4,26,41,46,1.164882626940009
606,0.8528559920580491,PRUNED,0:00:00.548701,0.008658349273568,40,44,29,60,1.1451196474566656
607,0.5552101491452897,PRUNED,0:00:02.056895,0.0021816188487671496,8,40,26,42,1.1483663813323797
608,0.22299011855166995,PRUNED,0:00:12.159310,0.002084465003892691,8,26,36,37,1.3589947058919365
609,0.5973271877315837,PRUNED,0:00:02.037793,0.0020102948917220267,8,26,40,58,0.5194433176449559
610,0.24484241680053073,PRUNED,0:00:15.322665,0.005932986732458415,4,26,48,40,0.5558070045622271
611,0.2742145084039509,PRUNED,0:00:11.490640,0.005759918994225284,4,34,54,40,0.5567398758933509
612,0.29989040997766314,PRUNED,0:00:03.546632,0.005790300587665323,9,34,54,51,1.348225474634241
613,0.5815423190204511,PRUNED,0:00:01.393719,0.0030813605410126487,12,28,49,43,1.371260402775288
614,0.27165901178904667,PRUNED,0:00:11.591873,0.003426205964710419,4,27,48,37,0.6734329888347245
615,0.5968440929996047,PRUNED,0:00:04.060098,0.001225822581843129,4,32,48,40,0.6191027722027292
616,0.7540986212158975,PRUNED,0:00:00.738460,0.0033101297075176397,26,31,37,50,0.55459798270853
617,0.5582890900039168,PRUNED,0:00:01.052466,0.004548281382123456,17,46,48,47,1.4129111650757216
618,0.7102894633730401,PRUNED,0:00:01.361196,0.001278544524764632,12,27,53,53,0.5185167075227115
619,0.5679862415279026,PRUNED,0:00:01.450084,0.003358110053400608,12,27,36,34,0.5264031910540631
620,1.7793453721559211,PRUNED,0:00:01.505515,5.8543627303091555e-06,11,28,34,58,0.5011450969028228
621,0.5831935588103622,PRUNED,0:00:01.396485,0.003613486026007281,12,21,34,34,1.3272441282609593
622,0.6094664971856676,PRUNED,0:00:00.980338,0.004282707240524808,19,23,34,58,1.3841279215439748
623,0.6032518108212759,PRUNED,0:00:01.030789,0.004224396413067035,17,53,35,60,1.3075314102086726
624,0.6775933212390723,PRUNED,0:00:02.157859,0.013528735325994606,8,41,38,55,1.3300993014571445
625,0.5590319651855181,PRUNED,0:00:01.997571,0.002653675273408371,8,44,38,60,0.6653345831937794
626,0.30089203568817185,PRUNED,0:00:03.589619,0.0026495818821162297,9,31,36,39,0.5435684030195055
627,1.04485233144772,PRUNED,0:00:02.089662,0.00035922989315114926,8,41,37,39,0.604908410203131
628,1.815007423653322,PRUNED,0:00:00.215608,1.112644662161426e-06,190,31,36,38,1.3982167922834023
629,0.5676431994495997,PRUNED,0:00:00.847626,0.00693616674482593,24,30,52,49,0.5438581756929343
630,0.20479667540245305,PRUNED,0:00:40.791358,0.005151536519653387,4,32,37,39,0.8983398408271067
631,0.5758650363307094,PRUNED,0:00:01.053948,0.005132494525535442,16,28,50,43,0.5677943444707235
632,0.5866127896368207,PRUNED,0:00:01.144613,0.005491521662360102,16,28,49,45,1.2521503345228044
633,0.3086198619497356,PRUNED,0:00:02.244472,0.005384752059696475,16,28,35,44,1.2686695681916011
634,0.7049346186203279,PRUNED,0:00:01.215725,0.0017497805957775218,15,29,35,42,0.8941088234600597
635,0.6884436744035979,PRUNED,0:00:01.268185,0.0016887452543647124,14,40,35,42,0.9006014383191512
636,0.758130975830529,PRUNED,0:00:01.235946,0.0017425892665356318,14,45,49,59,1.2500299996978497
637,0.6592386182744493,PRUNED,0:00:01.366188,0.001737635654706811,13,30,35,59,1.3669593450995092
638,0.6090383960710846,PRUNED,0:00:01.391862,0.004058977938647844,13,30,46,59,1.269863740761924
639,0.7988267279917898,PRUNED,0:00:00.912302,0.006821013561617629,21,42,37,59,1.4407873106819207
640,1.3045271039009094,PRUNED,0:00:00.217330,0.007635523888546714,169,38,39,47,0.6459724923781732
641,1.4203297197818756,PRUNED,0:00:00.201120,0.007382678281523023,230,33,37,57,0.638927844887669
642,0.29954973866195783,PRUNED,0:00:07.533449,0.003964242399895853,4,33,37,57,1.3678286059138387
643,0.743644041535647,PRUNED,0:00:00.611044,0.004073973182237951,35,30,37,35,1.4380758770280049
644,0.27407612773597906,PRUNED,0:00:11.429717,0.004087012916598511,4,32,47,35,1.4398692867616756
645,0.2689204157966828,PRUNED,0:00:11.601185,0.004072292858184714,4,42,47,46,1.3382157243505521
646,0.003895058235645015,COMPLETE,0:01:57.248041,0.0029319698316302044,4,21,47,41,0.5165927836049389
647,0.5740759803415978,PRUNED,0:00:01.989242,0.00319840800114851,8,32,36,33,0.5216274059464601
648,0.33707866912352785,PRUNED,0:00:07.668945,0.009920671510985723,4,22,52,46,0.5887792512792009
649,0.7264367461445843,PRUNED,0:00:00.717757,0.002800228076949949,26,23,57,46,0.5921132080024062
650,1.08265605745176,PRUNED,0:00:03.745287,0.00020534171944891537,4,21,47,48,1.3075585371550247
651,0.22096958047806622,PRUNED,0:00:23.839627,0.0021840842947635783,4,29,47,24,1.2129897109983645
652,0.5511224974228555,PRUNED,0:00:01.820914,0.0023921702665320693,9,47,47,37,1.3414681523766292
653,0.6591254191369004,PRUNED,0:00:00.920331,0.0024014137973791113,20,43,50,34,1.3410998628577704
654,0.7084437401881859,PRUNED,0:00:00.441587,0.006360187291599027,48,34,53,34,1.343475843709364
655,0.5571068220812342,PRUNED,0:00:00.948749,0.006438963087890492,20,29,56,38,0.5669033598410462
656,0.00413303820428472,COMPLETE,0:00:30.282184,0.006396085894377759,19,49,51,34,0.5658452843623417
657,0.31545305838935994,PRUNED,0:00:02.932999,0.005027613648110912,11,49,51,38,1.395876278294193
658,0.5559830848025541,PRUNED,0:00:01.530836,0.004863946588828809,11,25,51,26,0.5679712773594818
659,0.18135265213673685,PRUNED,0:00:29.687303,0.0030576952048037708,12,49,51,26,1.4147431062507039
660,0.8588308800098508,PRUNED,0:00:00.659724,0.0031815090027965463,30,27,55,39,1.405884951700108
661,0.5953555373417563,PRUNED,0:00:01.784180,0.002104278572660216,9,49,36,40,1.3850309255545998
662,0.5818728936277852,PRUNED,0:00:01.802093,0.0020546239867421964,9,40,36,41,0.5155318799657626
663,0.3031063367213522,PRUNED,0:00:02.070444,0.008296519603847693,17,28,39,56,0.5188004781811485
664,0.31197102831191376,PRUNED,0:00:01.873310,0.008981903370850279,18,38,40,36,0.5005011650055259
665,0.6858310249647988,PRUNED,0:00:00.804059,0.003113246547858622,24,45,36,24,1.2870339579011023
666,0.777556215093207,PRUNED,0:00:00.780306,0.003141186156281518,24,29,49,33,0.6156399297616928
667,0.004321988174056241,COMPLETE,0:00:45.663176,0.003119156628248746,11,31,34,33,0.6159315908495144
668,0.3186811784476931,PRUNED,0:00:02.690845,0.006108722389129925,12,31,27,50,0.5347757836894897
669,0.6726864779647063,PRUNED,0:00:01.239722,0.01325444529323562,13,27,34,40,1.2103474865834196
670,1.743498141115362,PRUNED,0:00:01.987342,2.9614785792859405e-05,8,41,37,43,1.3081848238628433
671,0.2763920355713457,PRUNED,0:00:11.385286,0.0048632051078185265,4,26,38,60,0.559415615353822
672,0.0063440760944782895,COMPLETE,0:00:55.466863,0.004628776008220138,9,34,38,60,0.5557651482690354
673,2.3651490158583286,PRUNED,0:00:00.924063,0.061895428461379465,19,46,35,21,1.3643675460515456
674,0.63403806820804,PRUNED,0:00:01.048260,0.0028190558430721342,18,35,35,41,1.4180980914486512
675,0.9717488344943169,PRUNED,0:00:00.378250,0.0030247548154882665,64,35,53,60,0.539985289234956
676,0.6838959724555614,PRUNED,0:00:01.372690,0.0013815551788913356,13,36,42,53,0.5401725776750819
677,0.6791806315252585,PRUNED,0:00:01.387389,0.0013668319539783431,12,43,33,53,1.3129551327474107
678,0.3066898007102373,PRUNED,0:00:03.723540,0.006364076723857573,9,39,33,35,1.3174580786697383
679,0.3216625719177289,PRUNED,0:00:03.500595,0.0067740406734383965,9,39,54,58,0.5773935580923204
680,1.0600679448393524,PRUNED,0:00:00.277783,0.010096657578174333,106,24,49,58,0.6086880099715521
681,0.20791202376620108,PRUNED,0:00:13.975689,0.003594622508842042,9,31,28,35,1.3837080393982906
682,0.0038022679101374903,COMPLETE,0:01:00.073666,0.004852973411915443,8,39,36,33,1.3871726245218516
683,0.3045687606444543,PRUNED,0:00:04.150297,0.004758986955067136,8,40,36,47,1.3743197841697083
684,0.21108835757446764,PRUNED,0:00:15.260359,0.0047271983515373706,8,42,36,37,1.3796000843873553
685,0.5995797038008839,PRUNED,0:00:01.205217,0.003670009628437827,15,31,39,33,1.3828302027845882
686,0.5735820894756732,PRUNED,0:00:01.691992,0.0024582937714880647,10,27,50,42,1.178807918206898
687,0.2745620699258403,PRUNED,0:00:12.119786,0.004584327008274275,4,25,38,37,1.3597030274423214
688,0.3101181651779902,PRUNED,0:00:07.690192,0.004574154279950623,4,34,30,36,1.2906914904824593
689,0.31911702700432476,PRUNED,0:00:07.604285,0.008462169361240878,4,34,38,22,0.5196031792223494
690,0.3083063996772268,PRUNED,0:00:02.227761,0.008523031578750565,16,34,34,51,0.5230172801531847
691,0.3135418955471132,PRUNED,0:00:02.303235,0.009461807303574134,15,33,34,45,0.51817970932286
692,0.7864465398585748,PRUNED,0:00:00.802502,0.0020820489636226053,26,47,52,60,0.5872333757970508
693,0.8191731791776508,PRUNED,0:00:00.805964,0.0021646876472767355,24,47,37,40,0.5512014152048902
694,0.24514215914149806,PRUNED,0:00:03.391649,0.007768965223298975,22,33,48,40,0.5553339440209797
695,0.6146429149490414,PRUNED,0:00:01.221075,0.006048240810699988,15,28,48,49,1.3240526637924699
696,0.3171686567973979,PRUNED,0:00:03.574210,0.007449466203865404,15,28,46,39,1.3216709803989928
697,0.579832207837027,PRUNED,0:00:01.168400,0.005771389349282167,15,27,48,45,1.3279880784680145
698,0.6484419389589299,PRUNED,0:00:00.960774,0.00590715672162819,19,28,48,39,1.341195064244521
699,0.6670230219823233,PRUNED,0:00:00.939513,0.0038110885818535816,20,44,59,38,1.1103804216844846
700,0.7487559545632094,PRUNED,0:00:00.834286,0.003710955744241409,22,20,36,38,0.5536859099783746
701,1.7803301173431867,PRUNED,0:00:01.853836,1.77720499843897e-06,9,30,41,38,0.5563754220774667
702,0.003966797099009376,COMPLETE,0:00:54.294948,0.003512697461305623,9,30,46,41,0.5565187722024626
703,0.5632763474929232,PRUNED,0:00:01.755060,0.0024873538814300577,9,37,55,41,0.5984243599301621
704,0.603965267831204,PRUNED,0:00:01.886289,0.0024983758549104473,9,30,35,41,0.7722191843091681
705,0.7581518268009194,PRUNED,0:00:01.901575,0.0007631492341091222,9,30,37,48,0.5892968150466421
706,0.5938576294177053,PRUNED,0:00:01.793652,0.001607499983243614,9,41,37,41,0.595720559612474
707,0.6932815971551173,PRUNED,0:00:01.988587,0.0009079675198413836,8,41,25,25,0.501515510520663
708,0.6177187156706937,PRUNED,0:00:02.123132,0.0014997254234543139,8,22,36,59,0.580546060692915
709,0.31979276103015114,PRUNED,0:00:07.993613,0.0015866648257523426,4,29,50,59,0.8521688689333444
710,0.8342292781486068,PRUNED,0:00:00.642111,0.004515346796518648,30,23,49,56,0.741925459914321
711,0.6898421122511821,PRUNED,0:00:00.616625,0.004689739760871238,32,48,50,59,0.5373383712058181
712,0.24643406754876876,PRUNED,0:00:15.495436,0.0035023564436902103,4,26,35,59,1.355779399298695
713,1.7681975018413991,PRUNED,0:00:03.781902,1.0588928289615575e-05,4,22,36,43,1.3521339945647288
714,1.3797699511051178,PRUNED,0:00:00.240377,0.0035670353608244637,148,29,38,34,1.3560092982531364
715,0.639566430598822,PRUNED,0:00:01.299057,0.012344338063610166,14,25,35,47,0.6334042096731921
716,0.00397109561260695,COMPLETE,0:02:03.596522,0.00186437913433436,4,26,36,27,1.2331012307546663
717,0.6183951108260193,PRUNED,0:00:01.300314,0.003454156497766052,13,32,54,42,1.2752034885821162
718,0.9633068982716445,PRUNED,0:00:00.342688,0.005374529205513888,71,26,45,36,0.7119554673491493
719,0.5540807634304424,PRUNED,0:00:03.782499,0.0010956691600240906,4,54,39,32,1.4029289707040726
720,0.6003391588566757,PRUNED,0:00:01.314375,0.0025549135926738876,13,42,39,33,1.4103871969989394
721,0.6936395808595235,PRUNED,0:00:01.008347,0.0020615853226597786,18,38,29,20,1.2936798906651457
722,0.2988723850464576,PRUNED,0:00:07.955906,0.004168218958261854,4,46,35,32,0.5320246930415786
723,1.0968633613416128,PRUNED,0:00:00.260589,0.004237117987861187,115,21,56,44,0.5313003202691073
724,0.6014963675908714,PRUNED,0:00:01.295096,0.007055604730771879,13,27,35,55,0.5724465297687885
725,0.6573251558384344,PRUNED,0:00:01.348841,0.022507350037136414,12,40,37,40,0.5383743144012271
726,0.660802526763205,PRUNED,0:00:00.938825,0.0030299838003933622,19,44,52,52,1.299524474780201
727,0.3001459530379926,PRUNED,0:00:03.440191,0.005161743624375424,9,36,36,60,1.3487073790149666
728,0.31369843153030164,PRUNED,0:00:04.033484,0.0054513314466380774,8,32,36,60,1.3375709743534605
729,0.6974851732295027,PRUNED,0:00:01.053671,0.001987956503853844,17,46,55,35,1.2371756165807017
730,0.6259135005887223,PRUNED,0:00:01.067265,0.00620484632553327,17,45,49,35,0.6854876699736694
731,0.5780790622429873,PRUNED,0:00:01.081143,0.011014223854217216,17,32,53,27,1.3858098368608838
732,0.3091099866729999,PRUNED,0:00:02.537048,0.010943807091258669,13,32,53,39,0.5017406856509163
733,0.627321578451057,PRUNED,0:00:01.429072,0.011489137758671037,12,28,37,27,1.3911905435169973
734,0.6313841144707221,PRUNED,0:00:01.485480,0.002949573470583732,12,24,37,48,0.613013870828461
735,0.720140966046758,PRUNED,0:00:00.730238,0.002636754930495477,27,29,57,46,0.5133342817251965
736,0.7169366093925001,PRUNED,0:00:00.762063,0.0026622890200053858,25,24,38,57,0.5038340679505757
737,0.5748770140222649,PRUNED,0:00:00.825918,0.007670513797751089,24,30,34,57,0.9699244472086603
738,0.2503115778109279,PRUNED,0:00:15.437413,0.007849510383432677,4,37,34,34,1.4260175214219601
739,0.5916899971517862,PRUNED,0:00:01.853940,0.007596086508892454,9,37,34,28,1.4265405933634536
740,0.2765705987885316,PRUNED,0:00:05.734406,0.006960688898805952,8,30,50,34,1.318943996898078
741,0.003677800541233237,COMPLETE,0:02:01.139987,0.004121933329515996,4,50,46,34,0.5783559663921934
742,0.004380681610058222,COMPLETE,0:01:02.748668,0.0036832428915075147,8,50,50,33,0.5741336709853017
743,0.7755330471533025,PRUNED,0:00:03.745525,0.0004771450805160408,4,43,32,40,0.5705786530269009
744,0.6982699795539334,PRUNED,0:00:00.902415,0.005422028704414937,20,41,36,31,1.3681690197814538
745,0.0050659803696129655,COMPLETE,0:00:37.214615,0.003927607494864952,14,40,35,33,0.5423840510840653
746,1.3682349246311811,PRUNED,0:00:01.240282,0.03620642161193551,14,39,36,33,0.5571619745192402
747,1.2474945655890874,PRUNED,0:00:01.053506,0.02847940155179972,17,39,36,32,1.304270092106574
