trial_number,value,state,duration,lr,batch_size,layer1_size,layer2_size,layer3_size,lambda1_metaweight
748,0.5506620493977659,PRUNED,0:00:01.321281,0.004046167958842068,13,40,37,33,0.578587510354426
749,0.6683489548322422,PRUNED,0:00:00.860032,0.006026548569291107,21,39,35,36,0.5248047671579972
750,0.2655478218878184,PRUNED,0:00:08.827036,0.004581916255802363,9,50,46,35,1.3344308683306876
751,0.22060693161165432,PRUNED,0:00:12.028262,0.004664361680842035,8,42,46,40,0.5371508373364835
752,0.5721880853296775,PRUNED,0:00:01.321637,0.0036971705649612033,13,21,45,41,0.5386634084075499
753,0.6936215069614539,PRUNED,0:00:01.003843,0.003783277564098256,18,21,47,42,0.5389375501345404
754,0.5587937855685251,PRUNED,0:00:00.958554,0.005061197570751453,19,22,46,42,0.541586905370243
755,0.00455724322785943,COMPLETE,0:00:39.228916,0.005530173504813645,13,22,46,42,0.5184239606967992
756,0.21242292121294057,PRUNED,0:00:08.914724,0.005986629273196077,13,20,46,40,0.5012123639807257
757,1.081254042292896,PRUNED,0:00:00.312310,0.005963066279591071,85,20,45,42,0.5147289785059942
758,0.6949438481458596,PRUNED,0:00:00.832370,0.005715516569891152,23,27,46,43,0.5671811028377368
759,0.6069585372549776,PRUNED,0:00:01.273377,0.0034648661670647197,14,21,47,41,0.5190822828583733
760,0.5658709792205191,PRUNED,0:00:01.251948,0.009069851881874081,14,21,47,41,0.5613087161932468
761,0.5935554740252263,PRUNED,0:00:02.069076,0.014328949417473471,8,23,47,42,0.5587920907504287
762,0.006595942746644992,COMPLETE,0:01:00.648275,0.004267066478319409,8,23,47,42,0.5841789662325503
763,1.1354511065303154,PRUNED,0:00:00.255124,0.004329979548665236,123,21,48,43,0.5227041827263299
764,1.3470793178206997,PRUNED,0:00:00.225460,0.003744175450600211,173,26,38,41,0.5975865235336795
765,0.5619082094389356,PRUNED,0:00:02.041056,0.0067471724048788545,8,38,48,43,0.5849150978928832
766,0.6488406877794297,PRUNED,0:00:00.886314,0.00496674331069377,21,20,47,44,0.5463983045203215
767,0.31102991866813057,PRUNED,0:00:07.907438,0.008823440829726692,4,22,39,42,0.5191122078101841
768,0.3114639897210289,PRUNED,0:00:07.743198,0.0030245864262537017,4,22,37,41,0.5218950887783081
769,1.7688687568953056,PRUNED,0:00:00.724613,4.68294759047288e-05,27,23,46,41,0.561907874016463
770,0.22038489607285386,PRUNED,0:00:10.746182,0.0031651763046285477,9,43,37,32,0.6244706037159614
771,0.3087096076970007,PRUNED,0:00:03.590689,0.006666022126593059,9,28,45,32,0.5868458072816254
772,0.5696265890317804,PRUNED,0:00:00.993732,0.004952093977462612,18,29,38,42,0.6318112605103324
773,0.6203469821154627,PRUNED,0:00:01.371009,0.003473771163487874,12,43,37,40,0.6145078551792266
774,0.30677976861011746,PRUNED,0:00:03.617504,0.004336387833439752,9,38,27,32,0.5026974280205733
775,0.5470872595512047,PRUNED,0:00:01.060630,0.004696142271292582,17,38,38,50,0.5005729703251938
776,0.5937259087459046,PRUNED,0:00:01.019389,0.005254688193012456,18,38,42,31,1.046044636031769
777,0.6448277648427149,PRUNED,0:00:01.417623,0.00927379118137385,12,25,30,44,0.8147873669355222
778,0.916070416437841,PRUNED,0:00:00.416007,0.009652102503628539,57,31,47,45,0.809689900637304
779,1.1814328573252026,PRUNED,0:00:01.382674,0.016876989897070507,13,31,47,40,0.936828880685425
780,0.18356346275642332,PRUNED,0:00:23.745751,0.007309470355713336,13,25,40,47,0.5302933725605614
781,0.6983758046690907,PRUNED,0:00:00.843074,0.006004823564614221,23,28,39,42,0.5436762779877148
782,0.275855893081293,PRUNED,0:00:11.735915,0.006952575471530427,4,28,40,41,0.5481555722640478
783,0.5787937161541667,PRUNED,0:00:04.005354,0.0075522457196049156,4,27,40,47,0.8730530734769968
784,0.2700109637781959,PRUNED,0:00:05.950097,0.00795251039993796,8,27,36,47,0.569085000684044
785,1.7527444286951943,PRUNED,0:00:00.621322,9.726965928828901e-05,34,39,36,40,0.5680946890704147
786,0.0036327782862887624,COMPLETE,0:01:58.779376,0.00314227212817401,4,42,36,46,0.5353139650038768
787,0.004267167870362774,COMPLETE,0:01:55.898775,0.0031624943586678373,4,42,43,41,0.6036848840450091
788,0.7467440113022521,PRUNED,0:00:00.680668,0.003028861173095781,29,42,43,39,0.528904850428701
789,1.7755031352457793,PRUNED,0:00:00.912291,1.7709948697123172e-05,20,41,37,49,0.6067358234518899
790,0.6243491002417111,PRUNED,0:00:01.178795,0.0037986038651075674,15,20,48,55,1.4543701650978604
791,0.004722115524686287,COMPLETE,0:01:00.750245,0.004308103083174604,8,33,38,29,0.5395315405423429
792,0.3044342810420289,PRUNED,0:00:03.934708,0.0025988021553952564,8,33,36,33,0.5873393254753906
793,0.3119451718754461,PRUNED,0:00:03.530956,0.004331706998588987,9,29,56,29,0.5513270431032152
794,0.003904631765204893,COMPLETE,0:01:55.473576,0.0031773977652176533,4,23,38,34,0.53436100394564
795,0.00396725490614781,COMPLETE,0:01:56.693980,0.003347766838357485,4,40,54,46,0.5340057887643026
796,0.5581871542898685,PRUNED,0:00:04.070820,0.0020591980082295814,4,26,38,28,1.2251985180975535
797,0.20045143358901163,PRUNED,0:00:40.165103,0.0018688660066332853,4,24,22,24,1.1782067555875984
798,0.5573154714881706,PRUNED,0:00:02.076818,0.003006406598029133,8,24,44,24,0.5979925654260208
799,1.291092176063388,PRUNED,0:00:00.254634,0.0032014158868594895,128,24,45,25,1.239938214075784
800,0.21805593893303074,PRUNED,0:00:23.772404,0.003448144163506002,4,40,46,34,0.612312384761688
801,0.004084954498662253,COMPLETE,0:01:00.254094,0.0034434396092809564,8,25,44,26,0.6463280242336509
802,0.3076913058943351,PRUNED,0:00:07.941009,0.0023956402354744764,4,26,46,26,1.1756468924401542
803,0.30617594823315464,PRUNED,0:00:08.124832,0.0024472977411710583,4,54,58,26,0.6549393094842808
804,0.2774375031422708,PRUNED,0:00:11.874710,0.005317217452112744,4,51,45,27,1.2392042435694761
805,1.3163307383656502,PRUNED,0:00:00.205032,0.005269498615192087,203,52,44,34,1.274491081170696
806,0.5848448283240362,PRUNED,0:00:01.741116,0.003436194161226382,10,25,45,34,1.224657420622318
807,0.27819529073695615,PRUNED,0:00:12.070764,0.004182129472022532,4,51,20,34,1.2579157855630823
808,0.004257320388851,COMPLETE,0:00:42.615956,0.00404708553724929,12,25,24,23,0.5738814953150085
809,0.5460533973163189,PRUNED,0:00:01.457672,0.0032004806185651088,12,25,45,33,0.5780889933435026
810,0.5716283686959477,PRUNED,0:00:01.470079,0.0026610577736747177,12,53,46,45,0.5976716333494265
811,0.2979204409680113,PRUNED,0:00:03.734540,0.004134457839195978,9,44,35,23,1.1900194683605196
812,0.6392575543540627,PRUNED,0:00:01.157607,0.00562546196396633,16,22,37,46,0.5617535191929125
813,0.004860257418612799,COMPLETE,0:00:56.461526,0.0034829232731409965,9,23,36,22,0.6281849903898334
814,0.003932154116800498,COMPLETE,0:00:42.308586,0.0036797282350767447,12,44,44,46,0.5718578622685989
815,0.004578949431999679,COMPLETE,0:00:41.473834,0.003978940464290006,12,41,47,45,0.5757153365454216
816,0.241109207494935,PRUNED,0:00:05.403395,0.0046428256381099405,12,43,23,46,0.5701080671416743
817,0.1984292253323678,PRUNED,0:00:13.523840,0.004138234640388809,12,42,46,46,0.5561478481585205
818,0.579852160937454,PRUNED,0:00:01.139923,0.00528502496458329,16,52,35,46,0.5581656219753711
819,0.5642900770785761,PRUNED,0:00:01.849569,0.003986838112456944,9,41,46,45,0.5497320567476203
820,0.5811858485507342,PRUNED,0:00:02.064028,0.0027937685100409546,8,23,39,35,0.5489688397623074
821,0.004193694679431859,COMPLETE,0:01:59.002616,0.002692449887561153,4,42,39,35,0.5392258559432539
822,0.004226948967927677,COMPLETE,0:00:59.604898,0.002905400148415814,8,21,39,34,0.5308873073721991
823,0.542869081477151,PRUNED,0:00:02.022201,0.002695949022625498,8,21,38,35,0.5274571249919995
824,0.5894715809361872,PRUNED,0:00:02.005978,0.00236317453206181,8,23,39,48,0.5805579744999109
825,0.2962529412975273,PRUNED,0:00:07.708227,0.0024603868188859757,4,22,55,34,0.5816646112363333
826,0.29833210780381825,PRUNED,0:00:03.518672,0.00328597505521982,9,42,38,33,0.5314907656848168
827,0.3024675812790284,PRUNED,0:00:07.592722,0.003033114538021322,4,21,47,34,0.5514340836651096
828,1.5585464514218843,PRUNED,0:00:00.185948,0.0030622674003410624,248,21,37,34,0.5483509418673609
829,0.004036195079692669,COMPLETE,0:01:55.146520,0.004738018913290346,4,52,37,44,0.514437934972086
830,0.0037267443039897476,COMPLETE,0:01:57.925645,0.004806280735549261,4,43,42,47,0.605863772509242
831,1.4005385637283325,PRUNED,0:00:00.201153,0.004818276001600687,218,44,37,47,0.6140573484883781
832,0.3017040131425724,PRUNED,0:00:08.090424,0.004685310117303363,4,44,43,47,0.5925993758306088
833,0.5973814485013169,PRUNED,0:00:01.033392,0.004733642521741851,17,45,44,47,0.6027194764734747
834,0.0039338957909892365,COMPLETE,0:01:55.873521,0.0022253591982698915,4,44,38,45,0.5244669113442659
835,0.7439222614916544,PRUNED,0:00:01.079407,0.0023299868336968724,17,43,41,45,0.5330384260720121
836,0.5908681624011017,PRUNED,0:00:01.266696,0.005988272045379089,14,43,40,48,0.5124321070371799
837,0.26325499863221147,PRUNED,0:00:12.004171,0.0027770087616091825,4,45,38,44,0.570427872459558
838,0.7311909893174576,PRUNED,0:00:00.912927,0.0038634579940694637,21,44,39,46,0.5238902428549002
839,0.6086272300797918,PRUNED,0:00:01.356759,0.005511381469157506,13,43,41,33,0.5840950594292592
840,1.1976067172560567,PRUNED,0:00:03.997388,0.00014343239467112294,4,42,37,46,0.5612702373556461
841,0.5491458370781211,PRUNED,0:00:01.447801,0.003795319450579446,12,42,39,44,0.5377640528530436
842,0.7006198029827189,PRUNED,0:00:01.029576,0.0022851208114210647,17,46,37,45,0.5149861381960797
843,1.0119361189695506,PRUNED,0:00:00.283168,0.004790430327159964,99,45,36,48,0.6005652143299554
844,0.6698412270068306,PRUNED,0:00:00.823040,0.0062961514877698885,22,44,38,47,1.4716558718665524
845,0.5412680416632054,PRUNED,0:00:01.360246,0.0038370154789973527,12,22,42,45,0.9996389466827912
846,0.5455344973101859,PRUNED,0:00:01.974606,0.00306757250020651,8,44,36,47,1.4225425592926533
847,0.0036488316714864783,COMPLETE,0:01:54.496854,0.002073645907192535,4,43,37,35,0.5654333367649028
848,0.7795776587665377,PRUNED,0:00:01.100170,0.002002409260564284,16,22,48,49,0.5003280545423647
849,0.004356635405155523,COMPLETE,0:00:54.956960,0.004587871317786298,9,41,37,33,0.6312673448551649
850,1.009400793621617,PRUNED,0:00:00.428708,0.0060491622013423086,52,43,35,51,0.5649360821592216
851,0.22988624259162305,PRUNED,0:00:06.588807,0.003506917859707328,12,41,37,46,0.6223654662159186
852,0.2829745713514676,PRUNED,0:00:11.624611,0.00368830075879338,4,43,44,49,0.5897441935677045
853,0.19513599967275505,PRUNED,0:00:41.606105,0.00450324439657156,4,43,46,48,0.5917949919553469
854,0.00465651301977684,COMPLETE,0:01:56.469314,0.0017986679602945198,4,44,44,46,0.5003663066529348
855,0.004182932416788212,COMPLETE,0:01:58.831206,0.0016963742428449092,4,45,43,45,0.5224830029890227
856,0.5371221792820382,PRUNED,0:00:03.996010,0.0018724930876060318,4,44,47,46,0.5020226944669496
857,0.30915153110318655,PRUNED,0:00:07.787171,0.0022005166814755514,4,44,45,48,0.5265119135726737
858,0.6632283426644942,PRUNED,0:00:01.977204,0.001495427667671802,8,43,43,48,0.5579334978199315
859,0.3094861642509736,PRUNED,0:00:07.649615,0.0018095644170623936,4,43,45,48,0.5475121766975999
860,0.5395376577620785,PRUNED,0:00:01.987329,0.002270690690052493,8,42,42,48,1.4401357857133696
861,0.5798174879964995,PRUNED,0:00:01.790625,0.0018513074846987579,9,43,45,46,0.5471204147577815
862,0.621512018317939,PRUNED,0:00:01.683538,0.0016218388803938188,10,44,34,47,0.5414816905365782
863,0.595905543417156,PRUNED,0:00:01.809639,0.0027515623431695418,9,45,43,47,0.5691198666315904
864,0.29493077249633864,PRUNED,0:00:07.869135,0.0026695046527069853,4,42,41,47,0.5665908558343077
865,0.3014388148571976,PRUNED,0:00:07.630847,0.002620842040663861,4,42,44,46,1.4997187636059084
866,0.585180238687235,PRUNED,0:00:01.972772,0.002690624937469104,8,42,43,46,1.4017761347620943
867,0.5903607587149339,PRUNED,0:00:01.362414,0.0031027915885193133,12,41,44,46,1.0207210174998993
868,0.30035006963319677,PRUNED,0:00:07.642772,0.0026370539702698426,4,42,42,45,0.5716643503607601
869,0.5342496600763804,PRUNED,0:00:01.852364,0.0034586623719886,9,43,43,46,0.5005117855294761
870,0.699355051860589,PRUNED,0:00:01.789122,0.0011876992291976322,9,44,41,50,0.5765287163753112
871,0.6048835569814052,PRUNED,0:00:01.547985,0.0021239357664860304,11,45,42,54,1.1303570589665108
872,0.004963417076522762,COMPLETE,0:00:39.725921,0.003365868090272631,13,45,44,44,0.544996995192378
873,0.5399439339394029,PRUNED,0:00:01.355299,0.0034724306546134983,13,41,35,36,0.7422466816333797
874,0.31060075099727286,PRUNED,0:00:08.016404,0.003984470429681901,4,43,44,52,0.5485965076084641
875,0.5330050045300109,PRUNED,0:00:01.312862,0.003897487498920456,13,40,47,47,0.5482409818517305
876,0.3150497333926647,PRUNED,0:00:03.547289,0.003289082062311157,9,45,44,45,0.5228568226055929
877,0.5464796162816983,PRUNED,0:00:02.008624,0.004010051517686843,8,43,42,52,1.4122830975927143
878,0.004010751083468782,COMPLETE,0:01:56.481640,0.002096571638810284,4,46,54,47,0.5363963024989582
879,0.6464657413584369,PRUNED,0:00:01.200735,0.0018932652034805055,15,40,54,35,1.0782167221227938
880,1.4348841513906205,PRUNED,0:00:00.215813,0.003149190246824145,185,44,57,49,0.5246655778373768
881,0.6355642466818919,PRUNED,0:00:01.856695,0.0024135067742773533,9,20,45,47,1.4585741152057483
882,0.5929825475791117,PRUNED,0:00:01.196350,0.0046697069311607345,15,41,48,44,0.6062983247780838
883,0.3011594912127718,PRUNED,0:00:07.881959,0.0030244239727152677,4,46,55,45,0.6686388061747982
884,0.2982301028417562,PRUNED,0:00:02.781368,0.005112017657008264,12,42,36,36,0.5609116358889596
885,1.1916408952544717,PRUNED,0:00:00.343100,0.002154238428262169,76,59,35,47,0.5848507648450099
886,0.6416189415114266,PRUNED,0:00:01.872566,0.001418114823726598,9,23,56,50,0.5322493483482253
887,0.5685717090222966,PRUNED,0:00:01.124082,0.004073605470093959,16,44,46,46,0.5437863509458235
888,0.30060453941653553,PRUNED,0:00:07.910710,0.0031439686664341574,4,43,33,44,0.5175041443359719
889,0.5515174531803078,PRUNED,0:00:01.857748,0.0053256354235762604,9,50,36,56,0.5646127677247413
890,0.6360601453404677,PRUNED,0:00:01.315439,0.004174853972264673,13,39,47,36,0.5985721572093495
891,0.3155176938600736,PRUNED,0:00:07.895498,0.0024470476652348806,4,41,34,49,1.40072347989997
892,0.31668974714792086,PRUNED,0:00:07.611522,0.0024032251832280206,4,41,36,48,1.4052106465085743
893,1.5209191467451013,PRUNED,0:00:00.244052,0.0016784915109956313,140,22,35,46,0.5833690204087819
894,0.0046089306815637965,COMPLETE,0:00:31.775884,0.005467020050753351,17,42,48,21,0.5017159375166009
895,0.5377451585454434,PRUNED,0:00:01.000715,0.004984608396252494,18,42,48,35,0.5138644764602404
896,18.847229315286256,PRUNED,0:00:01.815166,0.08868260671167055,9,21,36,32,0.5610721625933496
897,0.57549844404646,PRUNED,0:00:01.840328,0.0036272641290567217,9,23,45,45,1.4283910443010979
898,0.5372438790306212,PRUNED,0:00:01.049689,0.005626845759986449,17,43,40,54,0.5373171901948861
899,0.3088784765045182,PRUNED,0:00:03.585782,0.0030932682382019076,9,40,35,47,0.5863459191840964
900,0.3060788306387914,PRUNED,0:00:07.793012,0.004412697628575851,4,42,37,21,0.8389542237961006
901,0.5395910425285096,PRUNED,0:00:01.304304,0.004258511350832956,13,46,46,33,0.6179887664555777
902,0.5452248219306729,PRUNED,0:00:01.808562,0.0027712938135929016,9,47,47,35,0.5351305460688118
903,0.7374115670044746,PRUNED,0:00:00.958110,0.002979511262109677,19,40,55,35,0.5604808423610612
904,0.5588240040385205,PRUNED,0:00:00.919955,0.00544943591801411,20,22,48,20,0.5593524298222013
905,0.6410063462969005,PRUNED,0:00:01.251669,0.0037499015386664165,14,42,34,47,0.5155505327741728
906,0.5614892030839159,PRUNED,0:00:01.850393,0.002105154543553713,9,39,43,49,0.6492431326372766
907,0.3251135289335013,PRUNED,0:00:04.117306,0.005968788447621909,8,37,56,51,0.5934292410410656
908,0.3132551612417682,PRUNED,0:00:02.473965,0.0054616160318191175,14,20,36,48,0.6080623611357566
909,0.2722827656199785,PRUNED,0:00:05.548692,0.006074804590112466,9,37,38,37,0.5707062934618555
910,0.5392482592376755,PRUNED,0:00:01.416544,0.003931430523592221,12,43,36,37,0.7097902041042127
911,0.53538772319055,PRUNED,0:00:02.071917,0.002770591488763074,8,41,35,34,1.3816160506631925
912,0.5628286761356823,PRUNED,0:00:01.121900,0.004451042779705702,16,43,47,32,1.453309629706126
913,0.5378899297921699,PRUNED,0:00:03.863643,0.0012668029886328666,4,21,38,36,0.5736293092194398
914,0.004205820442711863,COMPLETE,0:01:58.309218,0.002369036516998432,4,22,33,55,0.542394788385995
915,0.5529947698274036,PRUNED,0:00:03.984506,0.0012525573579436479,4,21,37,43,0.5522231352038458
916,0.5663750464958486,PRUNED,0:00:01.380006,0.0021476488892628676,12,48,41,43,0.5434201995616585
917,0.2944247405442547,PRUNED,0:00:07.771140,0.0033605353115227794,4,23,37,44,0.5333093894206676
918,0.670538122676415,PRUNED,0:00:00.850523,0.0033922779393254767,22,23,36,55,0.5311373517666844
919,1.4721766233444213,PRUNED,0:00:00.229776,0.0027441557751181705,162,39,54,33,1.4221679754813774
920,0.30143093501402884,PRUNED,0:00:03.628260,0.004498426289886932,9,44,35,47,0.5301667356275173
921,0.5889840997785691,PRUNED,0:00:01.343198,0.0036075412530645837,13,41,46,45,1.3919544087869282
922,0.26900252179100015,PRUNED,0:00:11.858715,0.0024762879518103096,4,46,37,32,1.112493439999896
923,0.5514691268153885,PRUNED,0:00:01.786042,0.0022607107225660577,9,22,37,31,0.5826446617051249
924,1.8469066749174128,PRUNED,0:00:01.056001,3.9660058476175424e-06,17,35,33,32,0.5585069019868891
925,0.2734200018614642,PRUNED,0:00:05.915013,0.0065225147155952,8,40,35,46,0.6016804592613938
926,0.5942540645659694,PRUNED,0:00:01.313513,0.004505931655282533,13,50,40,34,0.6403726377589923
927,0.31393674642756897,PRUNED,0:00:07.779068,0.0067651952115367646,4,39,34,47,0.5174417629542402
928,0.3116180908713323,PRUNED,0:00:02.800905,0.0068860486395394185,12,36,55,48,0.5201380105167634
929,0.6497758882595044,PRUNED,0:00:00.891669,0.003125820604346923,21,42,45,54,1.4398887218418077
930,0.005294820067892385,COMPLETE,0:00:55.441280,0.004570449078067849,9,22,42,35,0.5748764337399014
931,0.6830994106766557,PRUNED,0:00:01.805521,0.00474332720470778,9,43,36,35,0.5817992690480666
932,0.586056301478671,PRUNED,0:00:01.050273,0.0035162605023839745,17,20,48,34,0.5424222644263332
933,0.5997990716655716,PRUNED,0:00:01.824821,0.0019669072516307054,9,45,42,33,0.6224107847515923
934,0.6023453477291241,PRUNED,0:00:01.240443,0.0027257484092466488,14,43,41,56,0.5535092305883406
935,0.20195368622634954,PRUNED,0:00:17.554096,0.004067173486630267,8,44,46,46,0.5653904503865441
936,0.2687411085919005,PRUNED,0:00:05.301149,0.00397565617483726,9,56,47,46,1.3791296073474404
937,0.5890153503370663,PRUNED,0:00:01.061158,0.005369532602676596,17,44,46,38,1.0559209371245513
938,0.6198904766138895,PRUNED,0:00:01.216488,0.004856418798576237,15,41,38,50,0.9322367677889791
939,0.8798826946542154,PRUNED,0:00:00.510188,0.0029722440381559907,42,41,38,36,0.7924018491184481
940,0.8009011903650141,PRUNED,0:00:00.857900,0.0015463625990592795,22,38,35,35,1.2021859543194684
941,0.6379639608646507,PRUNED,0:00:00.789866,0.003888578091407053,24,38,36,48,0.5009317012513999
942,0.004286675950941475,COMPLETE,0:01:55.723223,0.0026388006025389013,4,22,36,30,0.5728885793867997
943,0.004365727493426544,COMPLETE,0:01:55.915292,0.002452414516580682,4,40,48,31,0.6015230671297958
944,0.6713610179269844,PRUNED,0:00:01.342634,0.0025476307281373243,13,42,37,45,1.3954108483100567
945,0.5954100703681583,PRUNED,0:00:01.423154,0.0032113492220687974,12,24,49,44,0.5956813354074025
946,0.29925636926278526,PRUNED,0:00:07.837477,0.0049135671268923506,4,40,23,49,0.6910506935634364
947,0.5308349624480286,PRUNED,0:00:03.992070,0.006469700548409479,4,21,36,30,1.1494626019411012
948,0.003931504230028155,COMPLETE,0:01:01.359861,0.003420179529122889,8,45,34,53,0.5516342739495107
949,0.5275032463736561,PRUNED,0:00:01.814828,0.003503419351748562,9,42,35,32,0.6045001956048641
950,0.5600783453435123,PRUNED,0:00:01.012180,0.006682724137318181,18,40,34,33,0.5705893407671278
951,0.6890318891116483,PRUNED,0:00:01.317571,0.0017752081283702514,13,45,21,39,0.5220590767674448
952,0.2384995328329717,PRUNED,0:00:07.963128,0.002963538252219009,8,43,39,53,0.5521061213992982
953,0.004598355683042956,COMPLETE,0:01:00.893102,0.004116542952137153,8,47,25,36,1.4831978704900923
954,0.5525392469570765,PRUNED,0:00:03.997128,0.002233808502432493,4,49,34,53,1.4143736329311172
955,0.23977960146045033,PRUNED,0:00:08.033737,0.005378754805286223,8,23,34,53,0.5154977657590644
956,0.004936287834814667,COMPLETE,0:01:49.115520,0.002733059178968087,4,46,33,54,0.5001849779780866
957,0.6005894065278918,PRUNED,0:00:01.800084,0.0015210126029734181,9,48,35,53,0.5365475073270723
958,0.7241931177613115,PRUNED,0:00:01.815214,0.0010240930976418143,9,47,35,52,0.5386725450657385
959,1.6592161133885384,PRUNED,0:00:00.249291,0.0010244662606339835,135,47,33,54,1.3762141238157302
960,0.5532867914970664,PRUNED,0:00:01.254039,0.004092657022547708,14,47,33,52,0.5009726020537705
961,0.5459067524521501,PRUNED,0:00:01.182150,0.004048532333604821,15,51,36,52,0.5173731494869221
962,0.19458537696585482,PRUNED,0:00:13.653771,0.005183110180473831,13,46,34,51,0.5566654527738364
963,0.574845233544763,PRUNED,0:00:02.021950,0.003111417295082859,8,39,34,51,1.4850368499367628
964,0.30865006154846136,PRUNED,0:00:07.804104,0.005480934575263747,4,46,35,38,0.5518990229835185
965,0.9916014142077545,PRUNED,0:00:00.272339,0.00797986272582195,111,45,37,55,0.9807139342313976
966,1.785242913576661,PRUNED,0:00:01.003996,1.5159233480697635e-06,17,41,36,34,1.443486827137266
967,1.2665402354026327,PRUNED,0:00:00.335861,0.0019108417983673927,66,20,53,52,0.521814445124837
968,0.6343319843644681,PRUNED,0:00:00.833699,0.0030312791199102558,20,24,35,53,0.5004557201428435
969,0.600864709396638,PRUNED,0:00:01.259593,0.00694880511607209,12,36,38,54,1.4017013091786796
970,0.19695561760769761,PRUNED,0:00:34.674031,0.003411645594135867,4,39,37,53,1.3695090343062895
971,0.3103568323102652,PRUNED,0:00:03.226517,0.004706710342478095,9,35,36,56,0.5357598387736839
972,0.645872076389505,PRUNED,0:00:01.267958,0.00199124361838799,12,48,32,37,0.5467626488524132
973,0.3046644629996414,PRUNED,0:00:06.965144,0.006205554546975039,4,37,35,34,0.557970309591711
974,0.6549276650040108,PRUNED,0:00:00.863191,0.0026462570626869537,19,23,37,54,1.4206754196666236
975,0.5593721039321911,PRUNED,0:00:01.637689,0.0036925810244143147,9,42,49,39,0.525392573785602
976,3.4494144381620946,PRUNED,0:00:01.051565,0.06200229182072364,15,45,36,50,0.5869594398867078
977,0.3001300253224551,PRUNED,0:00:03.581385,0.004620399540720339,8,21,36,33,1.3892811072104323
978,0.0038942313496548647,COMPLETE,0:01:43.030819,0.0029208743581936396,4,40,38,57,0.5181130576843666
979,0.7802933163729756,PRUNED,0:00:00.669728,0.0033604887167246983,26,40,38,34,0.5328559919075425
980,0.8577417765986429,PRUNED,0:00:01.410138,0.0006489209835204487,11,50,57,35,0.5621243200026501
981,0.6116046324845344,PRUNED,0:00:01.051631,0.007705591792389517,17,43,35,57,0.5495116006505812
982,0.6071358793513713,PRUNED,0:00:01.840023,0.005689094253123051,8,41,37,55,0.5841353414366045
983,0.6806494306757865,PRUNED,0:00:01.206332,0.0014662695343732302,13,34,38,51,0.627446929960472
984,1.3339484187392785,PRUNED,0:00:03.580644,7.847991479896647e-05,4,38,34,33,0.5184220227908366
985,1.4822917098090762,PRUNED,0:00:00.199078,0.0021745577311252785,154,39,39,43,0.5162891252729619
986,0.5234264790974696,PRUNED,0:00:03.417182,0.0018342355433407379,4,38,40,57,0.7559784972220971
987,0.30903217952192796,PRUNED,0:00:06.686316,0.0023683311611142734,4,39,38,58,0.5172982194382957
988,0.2980581340940894,PRUNED,0:00:03.079317,0.002716943933718063,9,40,38,57,0.5200416969414304
989,0.2264010827404572,PRUNED,0:00:05.840631,0.0042066220050680034,12,52,39,56,1.099269222901709
990,0.527273883999025,PRUNED,0:00:03.365014,0.001538945758690796,4,40,39,58,1.3662702676864442
991,0.5278542699182734,PRUNED,0:00:01.566729,0.0029886500034593624,9,39,39,58,0.5386805836250819
992,1.6516721376350947,PRUNED,0:00:00.169460,0.0019223124599647152,230,41,37,57,0.5110597252134017
993,0.5428216136085293,PRUNED,0:00:00.921451,0.005148324932946345,17,38,38,28,0.5001093527477277
994,0.5621986769473375,PRUNED,0:00:01.214051,0.0037662652720789665,12,40,37,58,1.3983580701769807
995,0.3072415186164165,PRUNED,0:00:06.723831,0.00639483589851362,4,41,55,56,0.5276775880646072
996,0.6808704041382846,PRUNED,0:00:00.773926,0.0023701128272516983,21,39,38,36,0.5376415519647163
997,1.7685899895590704,PRUNED,0:00:00.188165,0.0003208168184171033,177,36,40,32,0.6683919125346605
998,0.5433253027936992,PRUNED,0:00:01.567553,0.00453011963887091,9,37,37,38,1.4586277808134687
999,0.6183048015001812,PRUNED,0:00:01.076568,0.003059528538659797,14,50,54,39,1.3788976088574623
